DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:rRNA	DOG_overlap_same_strand_meta:rRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding
10854861	10854861	0	False	False	300	10854561	10854561	0	DOG	III	.	.	10854561	protein_coding	gene_id "WBGene00012663"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	5339	2215.0	WormBase	10849222	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11136580	11136580	0	False	False	200	11136380	11136380	0	DOG	III	.	.	11136380	protein_coding	gene_id "WBGene00004010"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4605	6068.0	WormBase	11131775	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11238859	11238859	0	False	False	300	11238559	11238559	0	DOG	III	.	.	11238559	ncRNA	gene_id "WBGene00220163"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00220163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	108	6561.0	WormBase	11238451	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11609282	11609282	0	False	False	200	11609082	11609082	0	DOG	III	.	.	11609082	protein_coding	gene_id "WBGene00013427"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	912	786.0	WormBase	11608170	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11694037	11694037	0	False	False	200	11693837	11693837	0	DOG	III	.	.	11693837	protein_coding	gene_id "WBGene00000793"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000793	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00220150']	0	0	0	0.0	0	0	0	0	36099	299.0	WormBase	11657738	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12744629	12744629	0	False	False	700	12743929	12743929	0	DOG	III	.	.	12743929	protein_coding	gene_id "WBGene00007027"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	['WBGene00220229', 'WBGene00220230']	0	0	29363	2521.0	WormBase	12714566	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13343574	13343637	0	False	True	300	13343337	13343337	0	DOG	III	.	.	13343337	protein_coding	gene_id "WBGene00001092"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	653	237.0	WormBase	13342684	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00002059']	NA	NA
8530077	8530077	False	0	0	900	8529177	8529177	False	POG	III	.	.	8531123	protein_coding	gene_id "WBGene00044443"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	1427.0	1046	0	WormBase	8530077	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1107396	1108486	0	False	True	3400	1105086	1105086	0	DOG	IV	.	.	1105086	protein_coding	gene_id "WBGene00016637"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	313	2310.0	WormBase	1104773	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00003893']	NA	NA
11072350	11072350	0	False	False	1400	11070950	11070950	0	DOG	IV	.	.	11070950	pseudogene	gene_id "WBGene00012384"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1563	12197.0	WormBase	11069387	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11325522	11325522	0	False	False	300	11325222	11325222	0	DOG	IV	.	.	11325222	protein_coding	gene_id "WBGene00001922"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	503	1335.0	WormBase	11324719	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11614310	11614310	0	False	False	3400	11610910	11610910	0	DOG	IV	.	.	11610910	pseudogene	gene_id "WBGene00012498"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2010	25738.0	WormBase	11608900	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12475089	12475089	0	False	False	200	12474889	12474889	0	DOG	IV	.	.	12474889	protein_coding	gene_id "WBGene00007736"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00167521']	0	0	0.0	0	0	0	0	6231	4122.0	WormBase	12468658	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12482626	12482626	0	False	False	200	12482426	12482426	0	DOG	IV	.	.	12482426	protein_coding	gene_id "WBGene00011418"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3415	5153.0	WormBase	12479011	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14035421	14035421	0	False	False	200	14035221	14035221	0	DOG	IV	.	.	14035221	piRNA	gene_id "WBGene00047916"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00047916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	20	356.0	WormBase	14035201	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17278802	17278802	0	False	False	300	17278502	17278502	0	DOG	IV	.	.	17278502	ncRNA	gene_id "WBGene00219916"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	89	457.0	WormBase	17278413	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812868	1812868	0	False	False	3400	1809468	1809468	0	DOG	V	.	.	1809468	protein_coding	gene_id "WBGene00021599"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2018	12111.0	WormBase	1807450	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00021600', 'WBGene00021601']	['WBGene00021600', 'WBGene00021601']
2423195	2423195	0	False	False	300	2422895	2422895	0	DOG	V	.	.	2422895	protein_coding	gene_id "WBGene00015731"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1028	8910.0	WormBase	2421867	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2531474	2531474	0	False	False	300	2531174	2531174	0	DOG	V	.	.	2531174	protein_coding	gene_id "WBGene00044131"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1028	8910.0	WormBase	2530146	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2646820	2646820	0	False	False	200	2646620	2646620	0	DOG	V	.	.	2646620	protein_coding	gene_id "WBGene00020957"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020957	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00220114', 'WBGene00220115']	0	0	0	0.0	0	0	0	0	7777	6459.0	WormBase	2638843	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5951291	5951291	0	False	False	300	5950991	5950991	0	DOG	V	.	.	5950991	protein_coding	gene_id "WBGene00004206"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004206	['WBGene00219717']	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	7517	442.0	WormBase	5943474	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6278355	6278860	0	False	True	700	6278160	6278160	0	DOG	V	.	.	6278160	protein_coding	gene_id "WBGene00017964"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1721	195.0	WormBase	6276439	+	gene	N2HS_J2B_split	NA	['WBGene00165826']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6278875	6278875	0	True	False	500	6278375	6278375	0	DOG	V	.	.	6278375	piRNA	gene_id "WBGene00165826"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	20	630.0	WormBase	6278355	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7923357	7923357	0	False	False	300	7923057	7923057	0	DOG	V	.	.	7923057	ncRNA	gene_id "WBGene00199753"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	137	2726.0	WormBase	7922920	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8848553	8848553	0	False	False	200	8848353	8848353	0	DOG	V	.	.	8848353	protein_coding	gene_id "WBGene00001923"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	410	2111.0	WormBase	8847943	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8890648	8890648	0	True	False	200	8890448	8890448	0	DOG	V	.	.	8890448	protein_coding	gene_id "WBGene00001901"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	410	1890.0	WormBase	8890038	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9090077	9096517	0	False	True	7900	9088617	9088617	0	DOG	V	.	.	9088617	protein_coding	gene_id "WBGene00002019"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	486	1460.0	WormBase	9088131	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	['WBGene00044923']	NA	['WBGene00220104', 'WBGene00194994']	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00196816']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00002017', 'WBGene00020861', 'WBGene00017659']	['WBGene00002020']	['WBGene00002020']
9090876	9091604	0	True	True	1000	9090604	9090604	0	DOG	V	.	.	9090604	protein_coding	gene_id "WBGene00002017"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	527	272.0	WormBase	9090077	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	['WBGene00044923']	NA	['WBGene00220104', 'WBGene00194994']	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00196816']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9091439	9091439	0	True	False	400	9091039	9091039	0	DOG	V	.	.	9091039	snRNA	gene_id "WBGene00044923"; gene_source "WormBase"; gene_biotype "snRNA";	WBGene00044923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	163	412.0	WormBase	9090876	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9092345	9095027	0	False	True	3400	9091627	9091627	0	DOG	V	.	.	9091627	ncRNA	gene_id "WBGene00196816"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196816	0	0	0	0	0	0	0	['WBGene00220104', 'WBGene00194994']	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	176	718.0	WormBase	9091451	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00020861']	NA	NA
9339558	9339558	0	False	False	700	9338858	9338858	0	DOG	V	.	.	9338858	protein_coding	gene_id "WBGene00000766"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2096	6914.0	WormBase	9336762	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00019466']	['WBGene00019466']
9547083	9549138	0	False	True	2300	9546838	9546838	0	DOG	V	.	.	9546838	protein_coding	gene_id "WBGene00001910"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	746	245.0	WormBase	9546092	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00001911']	NA	['WBGene00008237']
9549107	9549107	0	True	False	1500	9547607	9547607	0	DOG	V	.	.	9547607	protein_coding	gene_id "WBGene00001911"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	524	3037.0	WormBase	9547083	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00008237']	['WBGene00008237']
14689154	14689159	0	True	True	200	14688959	14688959	0	DOG	V	.	.	14688959	protein_coding	gene_id "WBGene00044180"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	343	195.0	WormBase	14688616	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00008144']	NA	NA
14692061	14692061	0	True	False	200	14691861	14691861	0	DOG	V	.	.	14691861	protein_coding	gene_id "WBGene00008144"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008144	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00201283']	0	0	0	0.0	0	0	['WBGene00014287']	0	2707	7096.0	WormBase	14689154	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00006836']	['WBGene00006836']
16043313	16043313	0	False	False	300	16043013	16043013	0	DOG	V	.	.	16043013	protein_coding	gene_id "WBGene00001875"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	527	3860.0	WormBase	16042486	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00195170']	['WBGene00195170']	NA	NA	NA	NA
17118154	17118281	0	False	True	300	17117981	17117981	0	DOG	V	.	.	17117981	rRNA	gene_id "WBGene00077466"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00077466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	118	173.0	WormBase	17117863	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	['WBGene00077488']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18052623	18052623	0	False	False	300	18052323	18052323	0	DOG	V	.	.	18052323	protein_coding	gene_id "WBGene00013344"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	8752	3646.0	WormBase	18043571	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18061008	18061008	0	False	False	300	18060708	18060708	0	DOG	V	.	.	18060708	protein_coding	gene_id "WBGene00007062"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4739	16209.0	WormBase	18055969	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19612299	19612299	0	False	False	200	19612099	19612099	0	DOG	V	.	.	19612099	protein_coding	gene_id "WBGene00012840"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2605	1362.0	WormBase	19609494	+	gene	N2HS_J2B_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
