DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:rRNA	DOG_overlap_same_strand_meta:rRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense
12558491	12558491	0	False	False	300	12558191	12558191	0	DOG	V	.	.	12558191	ncRNA	gene_id "WBGene00200167"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	179	2519.0	WormBase	12558012	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14092792	14093651	0	False	True	1000	14092651	14092651	0	DOG	V	.	.	14092651	snoRNA	gene_id "WBGene00045159"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00045159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	79	141.0	WormBase	14092572	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00008390']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14351207	14351476	0	False	True	700	14350776	14350776	0	DOG	V	.	.	14350776	protein_coding	gene_id "WBGene00013024"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013024	['WBGene00194686']	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3045	431.0	WormBase	14347731	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00013025']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14689154	14694659	0	True	True	5700	14688959	14688959	0	DOG	V	.	.	14688959	protein_coding	gene_id "WBGene00044180"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	343	195.0	WormBase	14688616	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	['WBGene00201283']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00008144']	NA	['WBGene00006836']	NA	NA	NA	NA	NA	['WBGene00014287']	NA	NA	NA	NA	NA	NA
14692061	14692061	0	True	False	200	14691861	14691861	0	DOG	V	.	.	14691861	protein_coding	gene_id "WBGene00008144"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008144	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00201283']	0	0	0	0.0	0	0	['WBGene00014287']	0	2707	7096.0	WormBase	14689154	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00006836']	['WBGene00006836']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15191296	15191526	0	False	True	600	15190926	15190926	0	DOG	V	.	.	15190926	protein_coding	gene_id "WBGene00000879"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	999	370.0	WormBase	15189927	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00045129']	['WBGene00045129']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00013573']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15515895	15515895	0	False	False	300	15515595	15515595	0	DOG	V	.	.	15515595	ncRNA	gene_id "WBGene00199808"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199808	0	0	0	0	0	0	0	0	0	['WBGene00014342']	0	0	0	0	0	0	0	0.0	0	0	0	0	120	1806.0	WormBase	15515475	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00008997']	['WBGene00008997']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16043313	16043313	0	False	False	300	16043013	16043013	0	DOG	V	.	.	16043013	protein_coding	gene_id "WBGene00001875"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	527	3860.0	WormBase	16042486	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00195170']	['WBGene00195170']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16338920	16338920	0	False	False	300	16338620	16338620	0	DOG	V	.	.	16338620	tRNA	gene_id "WBGene00014407"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00014407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	72	404.0	WormBase	16338548	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00198049']	['WBGene00198049']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16342051	16342051	0	False	False	200	16341851	16341851	0	DOG	V	.	.	16341851	tRNA	gene_id "WBGene00014408"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00014408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	72	646.0	WormBase	16341779	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00198644']	['WBGene00198644']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16802874	16803004	0	False	True	1000	16802004	16802004	0	DOG	V	.	.	16802004	protein_coding	gene_id "WBGene00012316"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	7126	870.0	WormBase	16794878	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00013606']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16814863	16814863	0	True	False	300	16814563	16814563	0	DOG	V	.	.	16814563	protein_coding	gene_id "WBGene00013606"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	11689	1004.0	WormBase	16802874	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16929167	16929499	0	False	True	500	16928999	16928999	0	DOG	V	.	.	16928999	pseudogene	gene_id "WBGene00014954"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	671	168.0	WormBase	16928328	+	gene	N2HS_J2A_split	NA	NA	NA	['WBGene00014955']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17118154	17118281	0	False	True	300	17117981	17117981	0	DOG	V	.	.	17117981	rRNA	gene_id "WBGene00077466"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00077466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	118	173.0	WormBase	17117863	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00077488']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18052623	18052623	0	False	False	300	18052323	18052323	0	DOG	V	.	.	18052323	protein_coding	gene_id "WBGene00013344"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	8752	3646.0	WormBase	18043571	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18061008	18061008	0	False	False	300	18060708	18060708	0	DOG	V	.	.	18060708	protein_coding	gene_id "WBGene00007062"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4739	16209.0	WormBase	18055969	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19199280	19199280	0	False	False	200	19199080	19199080	0	DOG	V	.	.	19199080	protein_coding	gene_id "WBGene00012665"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	8533	8935.0	WormBase	19190547	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20481246	20481246	0	False	False	400	20480846	20480846	0	DOG	V	.	.	20480846	protein_coding	gene_id "WBGene00004413"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	['WBGene00219782']	0	0	1157	2658.0	WormBase	20479689	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00007126']	['WBGene00007126']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20513736	20524008	0	False	True	14500	20509508	20509508	0	DOG	V	.	.	20509508	protein_coding	gene_id "WBGene00012618"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3005	4228.0	WormBase	20506503	+	gene	N2HS_J2A_split	NA	NA	NA	['WBGene00012620']	NA	['WBGene00012623']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00012621', 'WBGene00194744', 'WBGene00012624']	NA	['WBGene00012622']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20514637	20522892	0	True	True	9000	20513892	20513892	0	DOG	V	.	.	20513892	pseudogene	gene_id "WBGene00012620"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	156	745.0	WormBase	20513736	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	['WBGene00012623']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00012621', 'WBGene00194744', 'WBGene00012624']	NA	['WBGene00012622']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20519227	20522006	0	True	True	6300	20515706	20515706	0	DOG	V	.	.	20515706	protein_coding	gene_id "WBGene00012621"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1069	3521.0	WormBase	20514637	+	gene	N2HS_J2A_split	NA	NA	NA	NA	['WBGene00012623']	['WBGene00012623']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00194744']	NA	['WBGene00012622']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99161	99161	0	False	False	200	98961	98961	0	DOG	II	.	.	98961	protein_coding	gene_id "WBGene00016808"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	557	686.0	WormBase	98404	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
732713	732713	0	False	False	200	732513	732513	0	DOG	II	.	.	732513	protein_coding	gene_id "WBGene00021456"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	8725	38040.0	WormBase	723788	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2794071	2794071	0	False	False	600	2793471	2793471	0	DOG	II	.	.	2793471	protein_coding	gene_id "WBGene00017245"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	5990	14696.0	WormBase	2787481	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3002513	3002911	0	False	True	500	3002411	3002411	0	DOG	II	.	.	3002411	protein_coding	gene_id "WBGene00016576"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1643	102.0	WormBase	3000768	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00016575']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3125099	3125099	0	False	False	200	3124899	3124899	0	DOG	II	.	.	3124899	protein_coding	gene_id "WBGene00005292"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1393	2142.0	WormBase	3123506	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3211381	3211381	0	False	False	200	3211181	3211181	0	DOG	II	.	.	3211181	protein_coding	gene_id "WBGene00022569"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1703	1190.0	WormBase	3209478	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3658232	3658232	0	False	False	500	3657732	3657732	0	DOG	II	.	.	3657732	protein_coding	gene_id "WBGene00017587"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2054	2352.0	WormBase	3655678	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4338924	4338924	0	False	False	500	4338424	4338424	0	DOG	II	.	.	4338424	protein_coding	gene_id "WBGene00019218"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2717	1727.0	WormBase	4335707	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4883749	4883858	0	False	True	500	4883358	4883358	0	DOG	II	.	.	4883358	protein_coding	gene_id "WBGene00001755"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1296	391.0	WormBase	4882062	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00001756']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5033044	5033044	0	False	False	200	5032844	5032844	0	DOG	II	.	.	5032844	tRNA	gene_id "WBGene00023025"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00023025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	73	17071.0	WormBase	5032771	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00018015']	['WBGene00018015']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5347213	5347213	0	False	False	200	5347013	5347013	0	DOG	II	.	.	5347013	protein_coding	gene_id "WBGene00017287"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	406	3656.0	WormBase	5346607	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5544173	5545307	0	False	True	1600	5543707	5543707	0	DOG	II	.	.	5543707	snRNA	gene_id "WBGene00004834"; gene_source "WormBase"; gene_biotype "snRNA";	WBGene00004834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	109	466.0	WormBase	5543598	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	['WBGene00196827']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004835']	['WBGene00004835']	NA	NA	NA	['WBGene00002096', 'WBGene00015894']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5665408	5666743	0	False	True	1500	5665243	5665243	0	DOG	II	.	.	5665243	protein_coding	gene_id "WBGene00016115"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4076	165.0	WormBase	5661167	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00044391', 'WBGene00044392']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5667450	5667450	0	True	False	600	5666850	5666850	0	DOG	II	.	.	5666850	protein_coding	gene_id "WBGene00044392"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	559	11530.0	WormBase	5666291	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00016116']	['WBGene00016116']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5678829	5678829	0	False	False	300	5678529	5678529	0	DOG	II	.	.	5678529	ncRNA	gene_id "WBGene00200765"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	149	885.0	WormBase	5678380	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00016117']	['WBGene00016117']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5845777	5847074	0	False	True	2100	5844974	5844974	0	DOG	II	.	.	5844974	snRNA	gene_id "WBGene00004833"; gene_source "WormBase"; gene_biotype "snRNA";	WBGene00004833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	109	803.0	WormBase	5844865	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00019270']	['WBGene00022884']	['WBGene00022884']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6691986	6692741	0	False	True	900	6691841	6691841	0	DOG	II	.	.	6691841	protein_coding	gene_id "WBGene00016002"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016002	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00197105']	0	0	0	0.0	0	0	0	0	7605	145.0	WormBase	6684236	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	['WBGene00219826']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6692679	6692679	0	True	False	600	6692079	6692079	0	DOG	II	.	.	6692079	ncRNA	gene_id "WBGene00219826"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	93	7005.0	WormBase	6691986	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7791675	7791675	0	False	False	300	7791375	7791375	0	DOG	II	.	.	7791375	protein_coding	gene_id "WBGene00015514"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	815	3078.0	WormBase	7790560	+	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00001615']	['WBGene00001615']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
