DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:rRNA	DOG_overlap_same_strand_meta:rRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA
7699237	7699237	0	False	False	200	7699037	7699037	0	DOG	I	.	.	7699037	protein_coding	gene_id "WBGene00011973"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	736	506.0	WormBase	7698301	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7847323	7847323	0	False	False	400	7846923	7846923	0	DOG	I	.	.	7846923	protein_coding	gene_id "WBGene00009277"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00014748']	0.0	0	0	0	0	6481	2052.0	WormBase	7840442	+	gene	N2-J2-3__split	NA	NA	NA	NA	['WBGene00009274']	['WBGene00009274']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9122524	9123298	0	False	True	900	9122398	9122398	0	DOG	I	.	.	9122398	protein_coding	gene_id "WBGene00014115"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4283	126.0	WormBase	9118115	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	['WBGene00014116']	NA	NA	NA	NA	NA	['WBGene00220246']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9123193	9123193	0	True	False	500	9122693	9122693	0	DOG	I	.	.	9122693	snoRNA	gene_id "WBGene00220246"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	169	1971.0	WormBase	9122524	+	gene	N2-J2-3__split	NA	NA	NA	NA	['WBGene00014116']	['WBGene00014116']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10820863	10820863	0	False	False	900	10819963	10819963	0	DOG	I	.	.	10819963	protein_coding	gene_id "WBGene00016458"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2611	3400.0	WormBase	10817352	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11616644	11616644	0	False	False	400	11616244	11616244	0	DOG	I	.	.	11616244	protein_coding	gene_id "WBGene00007637"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4572	4911.0	WormBase	11611672	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12212606	12212606	0	False	False	400	12212206	12212206	0	DOG	I	.	.	12212206	protein_coding	gene_id "WBGene00007602"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	5109	903.0	WormBase	12207097	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12486435	12486435	0	False	False	200	12486235	12486235	0	DOG	I	.	.	12486235	protein_coding	gene_id "WBGene00012104"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2426	637.0	WormBase	12483809	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12528306	12528306	0	False	False	400	12527906	12527906	0	DOG	I	.	.	12527906	protein_coding	gene_id "WBGene00010770"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010770	0	0	0	['WBGene00199394']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	9119	4763.0	WormBase	12518787	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12749518	12749518	0	False	False	200	12749318	12749318	0	DOG	I	.	.	12749318	protein_coding	gene_id "WBGene00006700"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	7730	572.0	WormBase	12741588	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12970438	12970438	0	False	False	200	12970238	12970238	0	DOG	I	.	.	12970238	protein_coding	gene_id "WBGene00001234"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1317	882.0	WormBase	12968921	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13636258	13636258	0	False	False	300	13635958	13635958	0	DOG	I	.	.	13635958	pseudogene	gene_id "WBGene00014858"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	916	1254.0	WormBase	13635042	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13772373	13772373	0	False	False	600	13771773	13771773	0	DOG	I	.	.	13771773	protein_coding	gene_id "WBGene00012389"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	15043	1294.0	WormBase	13756730	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14952124	14952124	0	False	False	200	14951924	14951924	0	DOG	I	.	.	14951924	protein_coding	gene_id "WBGene00002189"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002189	0	0	0	['WBGene00219910', 'WBGene00196768']	0	0	0	0	['WBGene00219911']	0	0	0	0	0	0	0	0	0.0	0	0	0	0	32391	1566.0	WormBase	14919533	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15064301	15072536	0	False	True	8700	15063836	15063836	0	DOG	I	.	.	15063836	rRNA	gene_id "WBGene00004512"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00004512	0	0	0	['WBGene00198814']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1753	465.0	WormBase	15062083	+	gene	N2-J2-3__split	NA	['WBGene00004567', 'WBGene00004622', 'WBGene00004513']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00198657']	NA	['WBGene00196396', 'WBGene00195813', 'WBGene00201669']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15064838	15072453	0	True	True	8000	15064453	15064453	0	DOG	I	.	.	15064453	rRNA	gene_id "WBGene00004567"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00004567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	152	385.0	WormBase	15064301	+	gene	N2-J2-3__split	NA	['WBGene00004622', 'WBGene00004513']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00198657']	NA	['WBGene00196396', 'WBGene00195813', 'WBGene00201669']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15071333	15071333	0	False	False	300	15071033	15071033	0	DOG	I	.	.	15071033	rRNA	gene_id "WBGene00004513"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00004513	0	0	0	['WBGene00195813']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1753	1233.0	WormBase	15069280	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23398	23398	0	False	False	200	23198	23198	0	DOG	IV	.	.	23198	protein_coding	gene_id "WBGene00021405"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1705	3784.0	WormBase	21493	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2732604	2732604	0	False	False	200	2732404	2732404	0	DOG	IV	.	.	2732404	protein_coding	gene_id "WBGene00022375"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2152	7810.0	WormBase	2730252	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3169149	3169149	0	False	False	200	3168949	3168949	0	DOG	IV	.	.	3168949	ncRNA	gene_id "WBGene00200723"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	149	33384.0	WormBase	3168800	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3589535	3589535	0	False	False	200	3589335	3589335	0	DOG	IV	.	.	3589335	pseudogene	gene_id "WBGene00023366"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	72	17449.0	WormBase	3589263	+	gene	N2-J2-3__split	NA	NA	NA	NA	['WBGene00006383']	['WBGene00006383']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4398725	4398725	0	False	False	800	4397925	4397925	0	DOG	IV	.	.	4397925	ncRNA	gene_id "WBGene00235373"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00235373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3515	24414.0	WormBase	4394410	+	gene	N2-J2-3__split	NA	NA	['WBGene00021281']	['WBGene00021281']	['WBGene00021283']	['WBGene00021283']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6707252	6707252	0	False	False	200	6707052	6707052	0	DOG	IV	.	.	6707052	pseudogene	gene_id "WBGene00044503"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00044503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2127	24921.0	WormBase	6704925	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11072450	11072450	0	False	False	1500	11070950	11070950	0	DOG	IV	.	.	11070950	pseudogene	gene_id "WBGene00012384"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1563	12197.0	WormBase	11069387	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12475089	12475089	0	False	False	200	12474889	12474889	0	DOG	IV	.	.	12474889	protein_coding	gene_id "WBGene00007736"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00167521']	0	0	0.0	0	0	0	0	6231	4122.0	WormBase	12468658	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12482626	12482626	0	False	False	200	12482426	12482426	0	DOG	IV	.	.	12482426	protein_coding	gene_id "WBGene00011418"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3415	5153.0	WormBase	12479011	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4022156	4022156	0	False	False	200	4021956	4021956	0	DOG	X	.	.	4021956	protein_coding	gene_id "WBGene00019827"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	9737	317.0	WormBase	4012219	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10694661	10694661	0	False	False	200	10694461	10694461	0	DOG	X	.	.	10694461	protein_coding	gene_id "WBGene00008748"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2518	851.0	WormBase	10691943	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11440852	11440852	0	False	False	200	11440652	11440652	0	DOG	X	.	.	11440652	protein_coding	gene_id "WBGene00164974"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00164974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	612	7437.0	WormBase	11440040	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11484826	11485400	0	False	True	800	11484600	11484600	0	DOG	X	.	.	11484600	snoRNA	gene_id "WBGene00220093"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	107	226.0	WormBase	11484493	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00220094']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11485224	11485224	0	True	False	300	11484924	11484924	0	DOG	X	.	.	11484924	snoRNA	gene_id "WBGene00220094"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	98	2864.0	WormBase	11484826	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15716644	15716644	0	False	False	200	15716444	15716444	0	DOG	X	.	.	15716444	protein_coding	gene_id "WBGene00003638"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	8249	2181.0	WormBase	15708195	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16223919	16223919	0	False	False	400	16223519	16223519	0	DOG	X	.	.	16223519	protein_coding	gene_id "WBGene00009068"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3509	5944.0	WormBase	16220010	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16943323	16945019	0	False	True	13400	16931619	16931619	0	DOG	X	.	.	16931619	ncRNA	gene_id "WBGene00022951"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00022951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1705	11704.0	WormBase	16929914	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	['WBGene00018711']	NA	NA	NA	NA	NA	['WBGene00219964']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16943717	16943717	0	True	False	200	16943517	16943517	0	DOG	X	.	.	16943517	snoRNA	gene_id "WBGene00219964"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00219964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	194	20354.0	WormBase	16943323	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17010262	17010262	0	False	False	1800	17008462	17008462	0	DOG	X	.	.	17008462	protein_coding	gene_id "WBGene00019347"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019347	0	0	0	['WBGene00196109', 'WBGene00201081']	0	0	0	0	0	0	0	0	0	['WBGene00201892', 'WBGene00199833']	0	0	0	0.0	0	0	0	0	21833	5000.0	WormBase	16986629	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
355802	355802	0	False	False	400	355402	355402	0	DOG	III	.	.	355402	lincRNA	gene_id "WBGene00219745"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3180	10547.0	WormBase	352222	+	gene	N2-J2-3__split	NA	NA	NA	NA	['WBGene00001561']	['WBGene00001561']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
850986	850986	0	False	False	400	850586	850586	0	DOG	III	.	.	850586	protein_coding	gene_id "WBGene00019326"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4744	3633.0	WormBase	845842	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2826553	2826553	0	False	False	400	2826153	2826153	0	DOG	III	.	.	2826153	protein_coding	gene_id "WBGene00022167"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	6873	917.0	WormBase	2819280	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4340664	4340664	0	False	False	200	4340464	4340464	0	DOG	III	.	.	4340464	protein_coding	gene_id "WBGene00007135"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	7468	2982.0	WormBase	4332996	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00169029']	['WBGene00169029']
5461316	5461316	0	False	False	1800	5459516	5459516	0	DOG	III	.	.	5459516	protein_coding	gene_id "WBGene00018611"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	5926	1863.0	WormBase	5453590	+	gene	N2-J2-3__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
