DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA
2375043	2375043	0	False	False	700	2374343	2374343	0	DOG	V	.	.	2379505	protein_coding	gene_id "WBGene00021227"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021227	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658.0	4462	0.0	WormBase	2375043	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2483004	2483004	0	False	False	700	2482304	2482304	0	DOG	V	.	.	2494791	protein_coding	gene_id "WBGene00015273"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015273	0	0	0	0	0	0	['WBGene00015272']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658.0	11787	0.0	WormBase	2483004	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4170120	4170120	0	False	False	200	4169920	4169920	0	DOG	V	.	.	4175640	protein_coding	gene_id "WBGene00021560"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021560	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.0	5520	0.0	WormBase	4170120	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5425185	5425185	0	False	False	200	5424985	5424985	0	DOG	V	.	.	5427031	lincRNA	gene_id "WBGene00219673"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219673	0	0	0	0	['WBGene00195684']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697.0	1846	0.0	WormBase	5425185	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7225132	7225132	0	False	False	400	7224732	7224732	0	DOG	V	.	.	7225333	ncRNA	gene_id "WBGene00197520"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197520	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1853.0	201	0.0	WormBase	7225132	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00015741']	['WBGene00015741']	NA	NA	NA	NA	NA	NA	NA	NA
8849788	8849788	0	False	False	200	8849588	8849588	0	DOG	V	.	.	8850171	protein_coding	gene_id "WBGene00001925"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001925	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2084.0	383	0.0	WormBase	8849788	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8854993	8854993	0	False	False	400	8854593	8854593	0	DOG	V	.	.	8862049	protein_coding	gene_id "WBGene00017190"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017190	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1562.0	7056	0.0	WormBase	8854993	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8891883	8891883	0	False	False	200	8891683	8891683	0	DOG	V	.	.	8892266	protein_coding	gene_id "WBGene00001895"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001895	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2084.0	383	0.0	WormBase	8891883	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9074784	9074784	0	False	False	200	9074584	9074584	0	DOG	V	.	.	9076322	protein_coding	gene_id "WBGene00020865"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020865	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1256.0	1538	0.0	WormBase	9074784	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9087293	9087293	0	False	False	200	9087093	9087093	0	DOG	V	.	.	9087782	protein_coding	gene_id "WBGene00002015"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002015	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.0	489	0.0	WormBase	9087293	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10521992	10521992	0	False	False	200	10521792	10521792	0	DOG	V	.	.	10525908	protein_coding	gene_id "WBGene00007952"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007952	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2141.0	3916	0.0	WormBase	10521992	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11146907	11146907	0	False	False	200	11146707	11146707	0	DOG	V	.	.	11147008	protein_coding	gene_id "WBGene00219420"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00219420	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2149.0	101	0.0	WormBase	11146907	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14412400	14412400	0	False	False	800	14411600	14411600	0	DOG	V	.	.	14415792	protein_coding	gene_id "WBGene00003834"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003834	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2332.0	3392	0.0	WormBase	14412400	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00007614']	['WBGene00007614']	NA	NA	NA	NA	NA	NA	NA	NA
16603529	16603529	0	False	True	1200	16603369	16603369	0	DOG	V	.	.	16610952	pseudogene	gene_id "WBGene00194769"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00194769	0	0	0	0	0	['WBGene00169639']	['WBGene00012525']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.0	7423	0.0	WormBase	16603529	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00011397']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18259270	18259270	0	False	False	200	18259070	18259070	0	DOG	V	.	.	18266370	protein_coding	gene_id "WBGene00011212"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011212	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6854.0	7100	0.0	WormBase	18259270	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20267377	20267377	0	False	True	400	20267244	20267244	0	DOG	V	.	.	20269711	protein_coding	gene_id "WBGene00013766"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013766	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.0	2334	0.0	WormBase	20267377	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00007017']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20473022	20473022	0	False	False	200	20472822	20472822	0	DOG	V	.	.	20476061	protein_coding	gene_id "WBGene00007124"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007124	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	526.0	3039	0.0	WormBase	20473022	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150363	150363	0	False	False	300	150063	150063	0	DOG	X	.	.	157246	pseudogene	gene_id "WBGene00022211"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00022211	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9680.0	6883	0.0	WormBase	150363	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4336541	4336541	0	False	False	300	4336241	4336241	0	DOG	X	.	.	4336683	ncRNA	gene_id "WBGene00195914"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195914	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	507.0	142	0.0	WormBase	4336541	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4696952	4696952	0	False	False	200	4696752	4696752	0	DOG	X	.	.	4699461	protein_coding	gene_id "WBGene00002044"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002044	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3779.0	2509	0.0	WormBase	4696952	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7630905	7630905	0	False	True	300	7630635	7630635	0	DOG	X	.	.	7637172	protein_coding	gene_id "WBGene00017814"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017814	0	0	0	0	['WBGene00202468']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.0	6267	0.0	WormBase	7630905	-	gene	OK80-INP_split	NA	['WBGene00219915']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10072507	10072507	0	False	False	300	10072207	10072207	0	DOG	X	.	.	10074391	protein_coding	gene_id "WBGene00013870"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013870	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2724.0	1884	0.0	WormBase	10072507	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10371077	10371077	0	False	False	200	10370877	10370877	0	DOG	X	.	.	10372664	protein_coding	gene_id "WBGene00044949"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044949	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	25899.0	1587	0.0	WormBase	10371077	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10842658	10842658	0	False	False	500	10842158	10842158	0	DOG	X	.	.	10844674	protein_coding	gene_id "WBGene00007317"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007317	0	0	0	0	['WBGene00198700']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00199056']	0	0	0	0	0	0	4008.0	2016	0.0	WormBase	10842658	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13886369	13886369	0	False	False	200	13886169	13886169	0	DOG	X	.	.	13886441	pseudogene	gene_id "WBGene00014843"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014843	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	735.0	72	0.0	WormBase	13886369	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341982	341982	0	False	False	200	341782	341782	0	DOG	II	.	.	347891	protein_coding	gene_id "WBGene00017037"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017037	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9469.0	5909	0.0	WormBase	341982	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00017036']	['WBGene00017036']	NA	NA	NA	NA	NA	NA	NA	NA
2280678	2280678	0	False	False	700	2279978	2279978	0	DOG	II	.	.	2283395	protein_coding	gene_id "WBGene00019592"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019592	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532.0	2717	0.0	WormBase	2280678	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00044361']	['WBGene00044361']	NA	NA	NA	NA	NA	NA	NA	NA
2284810	2284810	0	False	False	400	2284410	2284410	0	DOG	II	.	.	2284919	miRNA	gene_id "WBGene00219267"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00219267	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1415.0	109	0.0	WormBase	2284810	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2287030	2287030	0	False	False	1500	2285530	2285530	0	DOG	II	.	.	2290226	protein_coding	gene_id "WBGene00019593"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019593	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2111.0	3196	0.0	WormBase	2287030	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2290896	2290896	0	False	False	200	2290696	2290696	0	DOG	II	.	.	2292184	protein_coding	gene_id "WBGene00019590"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019590	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	670.0	1288	0.0	WormBase	2290896	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3306380	3306380	0	False	False	200	3306180	3306180	0	DOG	II	.	.	3306890	pseudogene	gene_id "WBGene00018199"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00018199	0	0	0	0	['WBGene00195026']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2630.0	510	0.0	WormBase	3306380	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00003354']	['WBGene00003354']	NA	NA	['WBGene00249812', 'WBGene00195028', 'WBGene00195027']	['WBGene00249812', 'WBGene00195028', 'WBGene00195027']
4659713	4659713	0	False	False	200	4659513	4659513	0	DOG	II	.	.	4661378	protein_coding	gene_id "WBGene00271415"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00271415	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3779.0	1665	0.0	WormBase	4659713	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6346960	6346960	0	False	False	300	6346660	6346660	0	DOG	II	.	.	6347719	protein_coding	gene_id "WBGene00002980"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002980	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035.0	759	0.0	WormBase	6346960	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10560018	10560018	0	False	False	200	10559818	10559818	0	DOG	II	.	.	10563407	protein_coding	gene_id "WBGene00007352"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007352	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00045148', 'WBGene00045152']	0	2374.0	3389	0.0	WormBase	10560018	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10574651	10574651	0	False	False	200	10574451	10574451	0	DOG	II	.	.	10574840	ncRNA	gene_id "WBGene00219803"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219803	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4216.0	189	0.0	WormBase	10574651	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10844313	10844313	0	False	False	200	10844113	10844113	0	DOG	II	.	.	10855554	protein_coding	gene_id "WBGene00010910"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010910	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.0	11241	0.0	WormBase	10844313	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10932741	10932741	0	False	False	200	10932541	10932541	0	DOG	II	.	.	10935140	protein_coding	gene_id "WBGene00010989"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010989	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9767.0	2399	0.0	WormBase	10932741	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10951879	10951879	0	False	False	300	10951579	10951579	0	DOG	II	.	.	10953165	protein_coding	gene_id "WBGene00003783"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003783	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6219.0	1286	0.0	WormBase	10951879	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00001753']	['WBGene00001753']	NA	NA	NA	NA	NA	NA	NA	NA
11757106	11757106	0	False	False	200	11756906	11756906	0	DOG	II	.	.	11759323	protein_coding	gene_id "WBGene00009691"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009691	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3627.0	2217	0.0	WormBase	11757106	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00219949']	['WBGene00219949']
11975190	11975190	0	False	False	300	11974890	11974890	0	DOG	II	.	.	11977659	protein_coding	gene_id "WBGene00012472"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012472	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458.0	2469	0.0	WormBase	11975190	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13493181	13493181	0	False	True	300	13493050	13493050	0	DOG	II	.	.	13494600	protein_coding	gene_id "WBGene00009740"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009740	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.0	1419	0.0	WormBase	13493181	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00009739']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
