gene_id_name	annotation	DOG length	tir_repeat_length_in_DOG	tir length / DOG length
WBGene00012053	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00010016	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010017	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00010019	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00044103	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00010020	"WS258 
 random intergenic"	10800	0.0	0.0
WBGene00010021	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00077600	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010023	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010024	"WS258 
 random intergenic"	800	50.0	0.0625
WBGene00044104	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00005503	"WS258 
 random intergenic"	200	38.0	0.19
WBGene00005498	"WS258 
 random intergenic"	6500	0.0	0.0
WBGene00005497	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011513	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00011514	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00006122	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00006121	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00011519	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00011518	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00006124	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011521	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00077601	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00201011	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00009418	"WS258 
 random intergenic"	1200	61.0	0.050833333333333335
WBGene00195736	"WS258 
 random intergenic"	500	99.0	0.198
WBGene00009420	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009421	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00199359	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00000412	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00009424	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00077603	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011506	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005774	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005775	"WS258 
 random intergenic"	200	19.0	0.095
WBGene00005800	"WS258 
 random intergenic"	400	30.0	0.075
WBGene00166206	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005401	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009485	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00014751	"WS258 
 random intergenic"	10000	271.0	0.0271
WBGene00198531	"WS258 
 random intergenic"	8100	40.0	0.0049382716049382715
WBGene00009487	"WS258 
 random intergenic"	600	78.0	0.13
WBGene00077605	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009488	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00009489	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00007380	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00007381	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00007382	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00003653	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00206369	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00201337	"WS258 
 random intergenic"	1400	46.0	0.032857142857142856
WBGene00005934	"WS258 
 random intergenic"	7900	0.0	0.0
WBGene00005935	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00011687	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011688	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00011691	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00172483	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200527	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00001877	"WS258 
 random intergenic"	400	195.0	0.4875
WBGene00001875	"WS258 
 random intergenic"	900	197.0	0.21888888888888888
WBGene00013961	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00006234	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00008821	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00014735	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00008829	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008830	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005616	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00014741	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009047	"WS258 
 random intergenic"	800	141.0	0.17625
WBGene00009046	"WS258 
 random intergenic"	200	44.0	0.22
WBGene00009049	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00009048	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009706	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00014757	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00006092	"WS258 
 random intergenic"	400	66.0	0.165
WBGene00196514	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00004809	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008633	"WS258 
 random intergenic"	3000	0.0	0.0
WBGene00169824	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00008634	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008636	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008637	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00006160	"WS258 
 random intergenic"	8100	683.0	0.08432098765432099
WBGene00195457	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00014798	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00006159	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00010590	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010588	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00005482	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00005485	"WS258 
 random intergenic"	200	33.0	0.165
WBGene00005486	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005484	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00008671	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00008672	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008673	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00045510	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00045511	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00008675	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00044184	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008677	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00014323	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00001591	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005547	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00077611	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00008678	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00009033	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00009030	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00009031	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00014740	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00077612	"WS258 
 random intergenic"	5900	57.0	0.009661016949152543
WBGene00077613	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00005315	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00197290	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00011750	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00003717	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00044205	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00195117	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00006227	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009226	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00009230	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00007829	"WS258 
 random intergenic"	300	34.0	0.11333333333333333
WBGene00007831	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00044106	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007832	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00007833	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00007834	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007835	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00006247	"WS258 
 random intergenic"	1600	0.0	0.0
WBGene00005395	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00167316	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00167506	"WS258 
 random intergenic"	7900	591.0	0.07481012658227848
WBGene00010216	"WS258 
 random intergenic"	300	33.0	0.11
WBGene00005383	"WS258 
 random intergenic"	8900	0.0	0.0
WBGene00005834	"WS258 
 random intergenic"	400	97.0	0.2425
WBGene00014407	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00010214	"WS258 
 random intergenic"	200	87.0	0.435
WBGene00014408	"WS258 
 random intergenic"	700	310.0	0.44285714285714284
WBGene00010215	"WS258 
 random intergenic"	700	86.0	0.12285714285714286
WBGene00012346	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00012348	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00012347	"WS258 
 random intergenic"	300	64.0	0.21333333333333335
WBGene00005746	"WS258 
 random intergenic"	200	49.0	0.245
WBGene00001792	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00008727	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00008728	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00045357	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00006375	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009148	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00005361	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005360	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00014745	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005795	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00006134	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00009152	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00009153	"WS258 
 random intergenic"	400	61.0	0.1525
WBGene00005358	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00011618	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00011621	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011619	"WS258 
 random intergenic"	400	12.0	0.03
WBGene00005782	"WS258 
 random intergenic"	900	32.0	0.035555555555555556
WBGene00006017	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00165988	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00010202	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005356	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00077618	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00012516	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00005465	"WS258 
 random intergenic"	500	19.0	0.038
WBGene00005466	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009469	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00009472	"WS258 
 random intergenic"	6400	886.0	0.1384375
WBGene00009473	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00219326	"WS258 
 random intergenic"	3000	0.0	0.0
WBGene00009474	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00202504	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00012521	"WS258 
 random intergenic"	10300	36.0	0.003495145631067961
WBGene00012522	"WS258 
 random intergenic"	400	68.0	0.17
WBGene00012523	"WS258 
 random intergenic"	800	530.0	0.6625
WBGene00012524	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00014868	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005708	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00006196	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00006198	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00077463	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00006197	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00050961	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00197060	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00169639	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00012525	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005801	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00194799	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00200917	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00012309	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00005099	"WS258 
 random intergenic"	300	27.0	0.09
WBGene00005102	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00077620	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00012310	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00201931	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00195867	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00012314	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00235081	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00045380	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00008813	"WS258 
 random intergenic"	6500	0.0	0.0
WBGene00008814	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00005791	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005783	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00005790	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00023505	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00008818	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005788	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00013492	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00023516	"WS258 
 random intergenic"	1400	138.0	0.09857142857142857
WBGene00013495	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00077622	"WS258 
 random intergenic"	500	25.0	0.05
WBGene00012027	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00012028	"WS258 
 random intergenic"	200	24.0	0.12
WBGene00012026	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00012023	"WS258 
 random intergenic"	8100	124.0	0.015308641975308642
WBGene00012022	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00012021	"WS258 
 random intergenic"	2300	22.0	0.009565217391304347
WBGene00012019	"WS258 
 random intergenic"	500	114.0	0.228
WBGene00012315	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00012316	"WS258 
 random intergenic"	900	69.0	0.07666666666666666
WBGene00013606	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00011850	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00004026	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011851	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00044331	"WS258 
 random intergenic"	900	125.0	0.1388888888888889
WBGene00011852	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00013607	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00009855	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009856	"WS258 
 random intergenic"	1300	55.0	0.04230769230769231
WBGene00077446	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00009857	"WS258 
 random intergenic"	1100	141.0	0.12818181818181817
WBGene00005770	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00044195	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00044278	"WS258 
 random intergenic"	400	99.0	0.2475
WBGene00044182	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00044183	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00008616	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00077492	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00005651	"WS258 
 random intergenic"	200	14.0	0.07
WBGene00008619	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00003706	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00013611	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00013613	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00014954	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00014955	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013614	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013615	"WS258 
 random intergenic"	200	42.0	0.21
WBGene00013616	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00013617	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00014956	"WS258 
 random intergenic"	600	287.0	0.47833333333333333
WBGene00013622	"WS258 
 random intergenic"	400	25.0	0.0625
WBGene00013621	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013623	"WS258 
 random intergenic"	5900	0.0	0.0
WBGene00013624	"WS258 
 random intergenic"	900	56.0	0.06222222222222222
WBGene00005338	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00005945	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013625	"WS258 
 random intergenic"	3500	127.0	0.03628571428571428
WBGene00005946	"WS258 
 random intergenic"	300	50.0	0.16666666666666666
WBGene00013626	"WS258 
 random intergenic"	6400	1265.0	0.19765625
WBGene00013627	"WS258 
 random intergenic"	200	5.0	0.025
WBGene00077625	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00001706	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00013629	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00077626	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00005521	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00014957	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00005348	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009905	"WS258 
 random intergenic"	1200	125.0	0.10416666666666667
WBGene00009907	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00005316	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00050965	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009908	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00014768	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00005784	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009910	"WS258 
 random intergenic"	1200	163.0	0.13583333333333333
WBGene00050976	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00009195	"WS258 
 random intergenic"	300	142.0	0.47333333333333333
WBGene00009196	"WS258 
 random intergenic"	300	27.0	0.09
WBGene00077494	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00009197	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00009198	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009199	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00005578	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00045381	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005462	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005461	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00219921	"WS258 
 random intergenic"	3000	0.0	0.0
WBGene00045382	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00077787	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005444	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00013935	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00013938	"WS258 
 random intergenic"	700	39.0	0.055714285714285716
WBGene00013939	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013941	"WS258 
 random intergenic"	1200	477.0	0.3975
WBGene00045492	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00220239	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00077465	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013942	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00077466	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00077488	"WS258 
 random intergenic"	3000	363.0	0.121
WBGene00077467	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00077468	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00014621	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00077469	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00077470	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00077471	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00077472	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00077473	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00077474	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00077475	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00077476	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00077477	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00003351	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00171633	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009571	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009570	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00009568	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00009567	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00005390	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00005371	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00005375	"WS258 
 random intergenic"	600	42.0	0.07
WBGene00005378	"WS258 
 random intergenic"	8100	48.0	0.005925925925925926
WBGene00013468	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00013469	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005821	"WS258 
 random intergenic"	8100	198.0	0.024444444444444446
WBGene00014944	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005332	"WS258 
 random intergenic"	200	101.0	0.505
WBGene00014943	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011840	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00011841	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00011842	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00050933	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00050934	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00011844	"WS258 
 random intergenic"	12100	319.0	0.026363636363636363
WBGene00014937	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00219383	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005334	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00044654	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005336	"WS258 
 random intergenic"	700	57.0	0.08142857142857143
WBGene00044202	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005468	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00005777	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00206504	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00044657	"WS258 
 random intergenic"	3500	74.0	0.021142857142857144
WBGene00195172	"WS258 
 random intergenic"	1100	116.0	0.10545454545454545
WBGene00005582	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00013372	"WS258 
 random intergenic"	3500	182.0	0.052
WBGene00023507	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00009298	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009296	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00045408	"WS258 
 random intergenic"	200	120.0	0.6
WBGene00005201	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00009836	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00009837	"WS258 
 random intergenic"	10300	361.0	0.03504854368932039
WBGene00009838	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168989	"WS258 
 random intergenic"	12100	83.0	0.006859504132231405
WBGene00009840	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00004811	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009835	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00043053	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00014764	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00012492	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00077495	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00012493	"WS258 
 random intergenic"	8100	770.0	0.09506172839506173
WBGene00005339	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00044095	"WS258 
 random intergenic"	700	278.0	0.39714285714285713
WBGene00005943	"WS258 
 random intergenic"	200	73.0	0.365
WBGene00023512	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00012078	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00077633	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00005349	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00012080	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00044059	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00012081	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00235201	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00044096	"WS258 
 random intergenic"	900	266.0	0.29555555555555557
WBGene00189966	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00044100	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00044101	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005391	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005370	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00005374	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00005376	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005373	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00005372	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00005377	"WS258 
 random intergenic"	7100	90.0	0.01267605633802817
WBGene00008984	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00005819	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00005333	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00005341	"WS258 
 random intergenic"	1000	648.0	0.648
WBGene00008574	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00008575	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00005467	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00005778	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00005779	"WS258 
 random intergenic"	400	80.0	0.2
WBGene00007672	"WS258 
 random intergenic"	1600	0.0	0.0
WBGene00007678	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00077438	"WS258 
 random intergenic"	900	65.0	0.07222222222222222
WBGene00014679	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00007676	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00045293	"WS258 
 random intergenic"	300	51.0	0.17
WBGene00008017	"WS258 
 random intergenic"	900	86.0	0.09555555555555556
WBGene00005200	"WS258 
 random intergenic"	500	147.0	0.294
WBGene00008014	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00044960	"WS258 
 random intergenic"	300	30.0	0.1
WBGene00008010	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00235090	"WS258 
 random intergenic"	200	28.0	0.14
WBGene00008012	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008013	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00012403	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00050974	"WS258 
 random intergenic"	2300	95.0	0.041304347826086954
WBGene00012405	"WS258 
 random intergenic"	1200	48.0	0.04
WBGene00077459	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00194801	"WS258 
 random intergenic"	1200	75.0	0.0625
WBGene00077460	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00012406	"WS258 
 random intergenic"	1000	304.0	0.304
WBGene00077638	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00045501	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00010206	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00195165	"WS258 
 random intergenic"	10300	82.0	0.007961165048543689
WBGene00045506	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010296	"WS258 
 random intergenic"	200	16.0	0.08
WBGene00014782	"WS258 
 random intergenic"	200	0.0	0.0
