DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:antisense	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_same_strand_meta:tRNA	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	sample_name	source	start	strand	type
8862173	8862173	0	False	True	93300	0.0	0	0	0	0	['WBGene00001132']	0	0	0	0	0	0	0	0	0	['WBGene00168821']	['WBGene00012118', 'WBGene00045183', 'WBGene00012119', 'WBGene00012120', 'WBGene00000594', 'WBGene00012121', 'WBGene00011706', 'WBGene00000692', 'WBGene00001132']	['WBGene00044914']	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	['WBGene00219453']	0	0	['WBGene00168777', 'WBGene00172426']	['WBGene00008970', 'WBGene00008971', 'WBGene00007900', 'WBGene00194651', 'WBGene00007901', 'WBGene00044239', 'WBGene00005698', 'WBGene00007898', 'WBGene00007897', 'WBGene00001366', 'WBGene00000691', 'WBGene00012122', 'WBGene00206515', 'WBGene00011707', 'WBGene00011708']	['WBGene00007902', 'WBGene00007899']	0	0	0	8856063	8856063	0	DOG	IV	.	.	8865483	protein_coding	gene_id "WBGene00007492"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007492	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6110.0	3310	0.0	N2HS_J2B_sp	WormBase	8862173	-	gene
6208761	6208761	0	True	True	92500	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00196363', 'WBGene00195312', 'WBGene00200361', 'WBGene00202391', 'WBGene00198524', 'WBGene00198191', 'WBGene00197000', 'WBGene00195786', 'WBGene00200792', 'WBGene00199231', 'WBGene00197118', 'WBGene00201756', 'WBGene00196132', 'WBGene00197710']	0	['WBGene00015799', 'WBGene00015798', 'WBGene00003778', 'WBGene00020786', 'WBGene00020785', 'WBGene00077592', 'WBGene00194983', 'WBGene00020484', 'WBGene00020487', 'WBGene00020483', 'WBGene00206360', 'WBGene00195168', 'WBGene00000905']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00201343', 'WBGene00198378', 'WBGene00199425', 'WBGene00198717', 'WBGene00201614', 'WBGene00200066', 'WBGene00196476', 'WBGene00196920', 'WBGene00198433']	0	['WBGene00015803', 'WBGene00022202', 'WBGene00016423', 'WBGene00003846', 'WBGene00020485', 'WBGene00000245', 'WBGene00077690', 'WBGene00020486', 'WBGene00015782']	0	0	0	0	6208563	6208563	0	DOG	X	.	.	6213911	protein_coding	gene_id "WBGene00015779"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015779	0	0	0	0	['WBGene00198494', 'WBGene00199223']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.0	5150	0.0	N2HS_J2B_spl	WormBase	6208761	-	gene
6208161	6208161	0	False	True	91300	0.0	0	0	['WBGene00197710']	0	0	0	0	0	0	0	0	0	0	['WBGene00196363', 'WBGene00195312', 'WBGene00200361', 'WBGene00202391', 'WBGene00198524', 'WBGene00198191', 'WBGene00197000', 'WBGene00195786', 'WBGene00200792', 'WBGene00199231', 'WBGene00197118', 'WBGene00201756', 'WBGene00196132', 'WBGene00197710']	0	['WBGene00015799', 'WBGene00015798', 'WBGene00003778', 'WBGene00020786', 'WBGene00020785', 'WBGene00077592', 'WBGene00194983', 'WBGene00020484', 'WBGene00020487', 'WBGene00020483', 'WBGene00206360', 'WBGene00195168', 'WBGene00000905']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00201343', 'WBGene00198378', 'WBGene00199425', 'WBGene00198717', 'WBGene00201614', 'WBGene00200066', 'WBGene00196476', 'WBGene00196920', 'WBGene00198433']	0	['WBGene00015803', 'WBGene00022202', 'WBGene00016423', 'WBGene00003846', 'WBGene00020485', 'WBGene00000245', 'WBGene00077690', 'WBGene00020486']	0	0	0	0	6207626	6207626	0	DOG	X	.	.	6208563	protein_coding	gene_id "WBGene00015782"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015782	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	535.0	402	0.0	N2HS_J2B_spl	WormBase	6208161	-	gene
8860913	8860913	0	True	True	91000	0.0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00219590']	0	['WBGene00200153', 'WBGene00198183', 'WBGene00197090']	0	['WBGene00002295', 'WBGene00008563', 'WBGene00008559', 'WBGene00009783', 'WBGene00003544', 'WBGene00009780', 'WBGene00009782', 'WBGene00011767']	['WBGene00014307', 'WBGene00014308', 'WBGene00014309']	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00199161']	0	['WBGene00004790', 'WBGene00008557', 'WBGene00008558', 'WBGene00008560', 'WBGene00008561', 'WBGene00009784', 'WBGene00009785', 'WBGene00009778', 'WBGene00009779', 'WBGene00009781', 'WBGene00011768', 'WBGene00044062']	0	0	0	0	8859696	8859696	0	DOG	II	.	.	8865173	protein_coding	gene_id "WBGene00011578"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011578	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1217.0	4260	0.0	N2HS_J2B_sp	WormBase	8860913	-	gene
8859074	8859074	0	True	True	88100	0.0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00219590']	0	['WBGene00200153', 'WBGene00198183', 'WBGene00197090']	0	['WBGene00002295', 'WBGene00008563', 'WBGene00008559', 'WBGene00009783', 'WBGene00003544', 'WBGene00009780', 'WBGene00009782', 'WBGene00011767']	['WBGene00014307', 'WBGene00014308', 'WBGene00014309']	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00199161']	0	['WBGene00004790', 'WBGene00008557', 'WBGene00008558', 'WBGene00008560', 'WBGene00008561', 'WBGene00009784', 'WBGene00009785', 'WBGene00009778', 'WBGene00009779', 'WBGene00009781', 'WBGene00011768']	0	0	0	0	8852096	8852096	0	DOG	II	.	.	8859696	protein_coding	gene_id "WBGene00044062"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044062	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6978.0	622	0.0	N2HS_J2B_sp	WormBase	8859074	-	gene
6607376	6607376	0	False	True	84200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00196800', 'WBGene00195694']	['WBGene00171250', 'WBGene00168673', 'WBGene00169664', 'WBGene00169448', 'WBGene00168945', 'WBGene00171840', 'WBGene00169745', 'WBGene00169643', 'WBGene00172619', 'WBGene00172420']	['WBGene00015308', 'WBGene00015307', 'WBGene00015306', 'WBGene00015305', 'WBGene00235291', 'WBGene00015310', 'WBGene00006621', 'WBGene00016613', 'WBGene00016612', 'WBGene00001029', 'WBGene00018169', 'WBGene00018168', 'WBGene00018167', 'WBGene00018166', 'WBGene00018165', 'WBGene00018164', 'WBGene00017481']	0	0	0	0	['WBGene00022959', 'WBGene00022960']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00199713', 'WBGene00198137', 'WBGene00198834', 'WBGene00197805']	['WBGene00166499', 'WBGene00169113', 'WBGene00168190', 'WBGene00171441', 'WBGene00166253', 'WBGene00172931', 'WBGene00165163', 'WBGene00173110', 'WBGene00166505', 'WBGene00172992', 'WBGene00166541', 'WBGene00171865', 'WBGene00172178', 'WBGene00169807', 'WBGene00169904', 'WBGene00169489', 'WBGene00172516', 'WBGene00169171', 'WBGene00171347', 'WBGene00166100', 'WBGene00170770', 'WBGene00174754', 'WBGene00167328', 'WBGene00171925', 'WBGene00168848', 'WBGene00173195', 'WBGene00172858']	['WBGene00004179', 'WBGene00016610', 'WBGene00016611', 'WBGene00018160', 'WBGene00018161', 'WBGene00002274', 'WBGene00018170', 'WBGene00018162', 'WBGene00235391', 'WBGene00018163', 'WBGene00017480']	0	0	0	0	6606188	6606188	0	DOG	IV	.	.	6613353	protein_coding	gene_id "WBGene00001090"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001090	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1188.0	5977	0.0	N2HS_J2B_sp	WormBase	6607376	-	gene
8857056	8857056	0	True	True	82900	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00202001', 'WBGene00199916', 'WBGene00199887', 'WBGene00198792', 'WBGene00200580']	['WBGene00170424', 'WBGene00167914']	['WBGene00022811', 'WBGene00022810', 'WBGene00006764', 'WBGene00006477', 'WBGene00019869', 'WBGene00016187', 'WBGene00006718', 'WBGene00219376']	0	0	0	0	['WBGene00023118', 'WBGene00023119', 'WBGene00022947', 'WBGene00235250', 'WBGene00022948']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00199144', 'WBGene00197098', 'WBGene00202191', 'WBGene00201350']	0	['WBGene00019870', 'WBGene00019871', 'WBGene00019872', 'WBGene00002057', 'WBGene00016190', 'WBGene00016191', 'WBGene00016188', 'WBGene00016189']	0	0	0	['WBGene00023123', 'WBGene00023122', 'WBGene00023121', 'WBGene00023120', 'WBGene00022950', 'WBGene00022949']	8853621	8853621	0	DOG	X	.	.	8857954	protein_coding	gene_id "WBGene00015529"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015529	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3435.0	898	0.0	N2HS_J2B_spl	WormBase	8857056	-	gene
6606439	6606439	0	True	True	81700	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00195458', 'WBGene00196990']	['WBGene00170992']	['WBGene00018488', 'WBGene00235332', 'WBGene00019376', 'WBGene00006665', 'WBGene00019374', 'WBGene00019373', 'WBGene00044545', 'WBGene00022846', 'WBGene00022845', 'WBGene00022843', 'WBGene00001829']	0	0	0	0	['WBGene00023096']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00202247', 'WBGene00201196', 'WBGene00196996', 'WBGene00201020', 'WBGene00202076', 'WBGene00196440', 'WBGene00197985', 'WBGene00196451']	0	['WBGene00018492', 'WBGene00001089', 'WBGene00235317', 'WBGene00005005', 'WBGene00235118', 'WBGene00005004', 'WBGene00019379', 'WBGene00001506', 'WBGene00017151', 'WBGene00022847', 'WBGene00022848']	0	0	0	['WBGene00023095']	6605375	6605375	0	DOG	V	.	.	6611158	protein_coding	gene_id "WBGene00002148"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002148	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1064.0	4719	0.0	N2HS_J2B_spl	WormBase	6606439	-	gene
6606247	6606247	0	False	True	81300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00198998']	0	['WBGene00004102', 'WBGene00015637', 'WBGene00044454', 'WBGene00000060', 'WBGene00017648']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00003859', 'WBGene00015638', 'WBGene00015639', 'WBGene00015641', 'WBGene00015642', 'WBGene00017848', 'WBGene00017646', 'WBGene00002889']	['WBGene00015640', 'WBGene00017849']	0	0	0	6601171	6601171	0	DOG	III	.	.	6608106	protein_coding	gene_id "WBGene00003162"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003162	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5076.0	1859	0.0	N2HS_J2B_s	WormBase	6606247	-	gene
8853686	8853686	0	False	True	78400	0.0	0	0	['WBGene00199362', 'WBGene00197140']	0	0	0	0	0	0	0	0	0	0	['WBGene00199648', 'WBGene00200441', 'WBGene00201188', 'WBGene00199362', 'WBGene00197140']	0	['WBGene00006324', 'WBGene00009453', 'WBGene00009455', 'WBGene00009454', 'WBGene00009456', 'WBGene00009458', 'WBGene00009250', 'WBGene00009251']	['WBGene00014727']	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00202469']	0	['WBGene00004115', 'WBGene00008439', 'WBGene00009452', 'WBGene00009451', 'WBGene00006682', 'WBGene00004484', 'WBGene00009457', 'WBGene00023490', 'WBGene00009459', 'WBGene00009460', 'WBGene00009252', 'WBGene00002035']	0	0	0	['WBGene00014301']	8851116	8851116	0	DOG	I	.	.	8861274	protein_coding	gene_id "WBGene00010137"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010137	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2570.0	7588	0.0	N2HS_J2B_spl	WormBase	8853686	-	gene
8849994	8849994	0	True	True	72600	0.0	0	0	0	0	0	0	0	0	0	0	['WBGene00219701']	0	0	['WBGene00197351', 'WBGene00199552']	0	['WBGene00019305', 'WBGene00219329', 'WBGene00269391', 'WBGene00006975', 'WBGene00003929']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00219968', 'WBGene00219948']	['WBGene00165303']	['WBGene00019304', 'WBGene00018833', 'WBGene00018834', 'WBGene00018835', 'WBGene00004201', 'WBGene00018836', 'WBGene00018417', 'WBGene00018423', 'WBGene00018418', 'WBGene00018419', 'WBGene00018420', 'WBGene00018421']	0	0	0	0	8849877	8849877	0	DOG	III	.	.	8850532	protein_coding	gene_id "WBGene00018422"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018422	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.0	538	0.0	N2HS_J2B_s	WormBase	8849994	-	gene
8849788	8849788	0	True	True	72000	0.0	0	0	0	0	['WBGene00001923']	0	0	0	0	0	0	0	0	['WBGene00199663', 'WBGene00195328', 'WBGene00196436', 'WBGene00197279', 'WBGene00200596', 'WBGene00197765', 'WBGene00201855', 'WBGene00199453']	0	['WBGene00015218', 'WBGene00006342', 'WBGene00021107', 'WBGene00021106', 'WBGene00017188', 'WBGene00001923']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00200053', 'WBGene00198056']	0	['WBGene00015275', 'WBGene00006467', 'WBGene00015276', 'WBGene00004457', 'WBGene00015277', 'WBGene00021108', 'WBGene00017189', 'WBGene00001924']	0	0	0	0	8847704	8847704	0	DOG	V	.	.	8850171	protein_coding	gene_id "WBGene00001925"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001925	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2084.0	383	0.0	N2HS_J2B_spl	WormBase	8849788	-	gene
7251447	7251447	0	False	True	69900	0.0	0	0	0	['WBGene00167121']	['WBGene00017050', 'WBGene00236806']	0	0	0	0	0	0	0	0	['WBGene00195627', 'WBGene00198262', 'WBGene00199989']	['WBGene00167024', 'WBGene00168507', 'WBGene00167121']	['WBGene00016595', 'WBGene00016594', 'WBGene00006748', 'WBGene00020042', 'WBGene00006504', 'WBGene00020041', 'WBGene00017052', 'WBGene00001241', 'WBGene00017051', 'WBGene00017050', 'WBGene00236806']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00200429', 'WBGene00199387', 'WBGene00202250', 'WBGene00200966', 'WBGene00196583', 'WBGene00198124', 'WBGene00200282']	['WBGene00172184', 'WBGene00165999', 'WBGene00169485', 'WBGene00168093']	['WBGene00016597', 'WBGene00006276', 'WBGene00016598', 'WBGene00020043', 'WBGene00020046', 'WBGene00020044', 'WBGene00020045', 'WBGene00044504', 'WBGene00017053', 'WBGene00000292', 'WBGene00017054', 'WBGene00000688']	0	0	0	0	7249406	7249406	0	DOG	IV	.	.	7251749	protein_coding	gene_id "WBGene00044505"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044505	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2041.0	302	0.0	N2HS_J2B_sp	WormBase	7251447	-	gene
5400376	5400376	0	True	True	66700	0.0	0	0	0	0	['WBGene00022774', 'WBGene00022773', 'WBGene00022772']	0	0	0	0	0	0	0	0	['WBGene00200185', 'WBGene00196861']	['WBGene00046441', 'WBGene00045592', 'WBGene00173931', 'WBGene00165983', 'WBGene00175004', 'WBGene00166381', 'WBGene00172514', 'WBGene00173323', 'WBGene00174891', 'WBGene00167301', 'WBGene00165542', 'WBGene00166141', 'WBGene00173292', 'WBGene00168290', 'WBGene00050310', 'WBGene00174025', 'WBGene00166797', 'WBGene00170101', 'WBGene00172990', 'WBGene00048718', 'WBGene00166477', 'WBGene00169859', 'WBGene00169767', 'WBGene00167348', 'WBGene00171311', 'WBGene00170143', 'WBGene00165851', 'WBGene00165066', 'WBGene00172069', 'WBGene00170246', 'WBGene00173524', 'WBGene00168312', 'WBGene00172517', 'WBGene00166786', 'WBGene00173920', 'WBGene00169188', 'WBGene00173683', 'WBGene00168049', 'WBGene00168884']	['WBGene00021157', 'WBGene00021156', 'WBGene00021155', 'WBGene00018318', 'WBGene00018317', 'WBGene00018321', 'WBGene00018316', 'WBGene00018315', 'WBGene00018314', 'WBGene00018322', 'WBGene00022775', 'WBGene00022774', 'WBGene00022773', 'WBGene00022772']	['WBGene00023359']	0	0	0	['WBGene00023166']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	['WBGene00219694']	0	['WBGene00199412', 'WBGene00201386', 'WBGene00196096']	['WBGene00165565', 'WBGene00174667', 'WBGene00047034', 'WBGene00170554', 'WBGene00046829', 'WBGene00050477', 'WBGene00172560', 'WBGene00167183', 'WBGene00165743', 'WBGene00170860', 'WBGene00046272', 'WBGene00173083', 'WBGene00047867', 'WBGene00047837', 'WBGene00171650', 'WBGene00172914', 'WBGene00173709', 'WBGene00168400', 'WBGene00174215', 'WBGene00047854', 'WBGene00166444', 'WBGene00174423', 'WBGene00167294', 'WBGene00047818', 'WBGene00172338', 'WBGene00168004', 'WBGene00171336', 'WBGene00169363', 'WBGene00170412', 'WBGene00165165', 'WBGene00172788', 'WBGene00174550', 'WBGene00168068', 'WBGene00167114', 'WBGene00173551']	['WBGene00021160', 'WBGene00021161', 'WBGene00018319', 'WBGene00001243', 'WBGene00001244', 'WBGene00002032', 'WBGene00022776']	0	0	0	['WBGene00023167']	5395158	5395158	0	DOG	IV	.	.	5400396	piRNA	gene_id "WBGene00171284"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00171284	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5218.0	20	0.0	N2HS_J2B_sp	WormBase	5400376	-	gene
5685230	5685230	0	True	True	64500	0.0	0	0	0	0	['WBGene00017767']	0	0	0	0	0	0	0	0	['WBGene00196110', 'WBGene00197999', 'WBGene00198770']	0	['WBGene00019753', 'WBGene00006008', 'WBGene00015768', 'WBGene00015767', 'WBGene00015766', 'WBGene00015765', 'WBGene00017767']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00201325', 'WBGene00196898', 'WBGene00197914']	['WBGene00169503']	['WBGene00000071', 'WBGene00003507', 'WBGene00015769', 'WBGene00004104', 'WBGene00017768', 'WBGene00017769']	0	0	['WBGene00220056']	0	5684589	5684589	0	DOG	V	.	.	5685651	antisense	gene_id "WBGene00219681"; gene_source "WormBase"; gene_biotype "antisense";	WBGene00219681	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	641.0	421	0.0	N2HS_J2B_spl	WormBase	5685230	-	gene
5397676	5397676	0	True	True	62800	0.0	0	0	['WBGene00196593']	0	0	0	0	0	0	0	0	0	0	['WBGene00197256', 'WBGene00195532', 'WBGene00196593']	0	['WBGene00016133', 'WBGene00016132', 'WBGene00016136', 'WBGene00016131', 'WBGene00006371', 'WBGene00018036', 'WBGene00002177', 'WBGene00077784', 'WBGene00018035', 'WBGene00018034', 'WBGene00015387']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00199902', 'WBGene00196512']	0	['WBGene00016135', 'WBGene00003990', 'WBGene00018037', 'WBGene00018038', 'WBGene00015388']	0	0	0	0	5397400	5397400	0	DOG	X	.	.	5400626	protein_coding	gene_id "WBGene00015389"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015389	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.0	2950	0.0	N2HS_J2B_spl	WormBase	5397676	-	gene
6601558	6601558	0	True	True	62600	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00201330', 'WBGene00202424', 'WBGene00196289', 'WBGene00198618', 'WBGene00195768', 'WBGene00196613']	0	['WBGene00020505', 'WBGene00020504', 'WBGene00020884']	['WBGene00023352']	0	0	0	['WBGene00023154']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00197903', 'WBGene00197581', 'WBGene00196737', 'WBGene00195961', 'WBGene00198632', 'WBGene00200977', 'WBGene00201863']	0	['WBGene00043981', 'WBGene00020506', 'WBGene00020886', 'WBGene00020887']	['WBGene00020885', 'WBGene00023275']	0	0	0	6601381	6601381	0	DOG	X	.	.	6603212	protein_coding	gene_id "WBGene00044574"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044574	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.0	1654	0.0	N2HS_J2B_spl	WormBase	6601558	-	gene
6601309	6601309	0	True	True	62400	0.0	0	0	0	0	0	['WBGene00023352']	0	0	0	0	0	0	0	['WBGene00201330', 'WBGene00202424', 'WBGene00196289', 'WBGene00198618', 'WBGene00195768', 'WBGene00196613']	0	['WBGene00020505', 'WBGene00020504', 'WBGene00020884']	['WBGene00023352']	0	0	0	['WBGene00023154']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00197903', 'WBGene00197581', 'WBGene00196737', 'WBGene00195961', 'WBGene00198632', 'WBGene00200977', 'WBGene00201863']	0	['WBGene00043981', 'WBGene00020506', 'WBGene00020886', 'WBGene00020887']	['WBGene00020885']	0	0	0	6598866	6598866	0	DOG	X	.	.	6601381	pseudogene	gene_id "WBGene00023275"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023275	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2443.0	72	0.0	N2HS_J2B_spl	WormBase	6601309	-	gene
5684479	5684479	0	False	True	61900	0.0	0	0	['WBGene00201757']	0	['WBGene00016114']	0	0	0	0	0	0	0	0	['WBGene00200765', 'WBGene00201757']	0	['WBGene00019121', 'WBGene00019120', 'WBGene00019119', 'WBGene00006988', 'WBGene00019118', 'WBGene00016115', 'WBGene00044391', 'WBGene00044392', 'WBGene00016114']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00202312']	0	['WBGene00235269', 'WBGene00019122', 'WBGene00019123', 'WBGene00019124', 'WBGene00019125', 'WBGene00019126', 'WBGene00000252', 'WBGene00006402', 'WBGene00016121', 'WBGene00016116', 'WBGene00194642', 'WBGene00016117']	['WBGene00235270']	0	0	0	5679276	5679276	0	DOG	II	.	.	5689030	protein_coding	gene_id "WBGene00016120"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016120	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5203.0	4551	0.0	N2HS_J2B_sp	WormBase	5684479	-	gene
5845254	5845254	0	False	True	61100	0.0	0	0	['WBGene00198021']	0	['WBGene00022874']	0	0	['WBGene00004833']	0	0	0	0	0	['WBGene00197979', 'WBGene00198021']	0	['WBGene00019408', 'WBGene00270309', 'WBGene00019407', 'WBGene00019406', 'WBGene00003469', 'WBGene00019405', 'WBGene00022876', 'WBGene00044393', 'WBGene00022875', 'WBGene00001224', 'WBGene00000650', 'WBGene00022874']	0	0	['WBGene00004833']	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00003456', 'WBGene00019409', 'WBGene00019410', 'WBGene00019411', 'WBGene00003457', 'WBGene00022877', 'WBGene00022880', 'WBGene00022881', 'WBGene00022882', 'WBGene00001509', 'WBGene00022883', 'WBGene00022885', 'WBGene00002268']	0	0	0	0	5841134	5841134	0	DOG	II	.	.	5845541	protein_coding	gene_id "WBGene00022884"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022884	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4120.0	287	0.0	N2HS_J2B_sp	WormBase	5845254	-	gene
