gene_id_name	strand	gene_biotype_name	overlapped_gene	overlapped_biotype	same_or_opposite_strand
WBGene00011217	-	protein_coding	WBGene00011218	protein_coding	opposite
WBGene00009594	-	protein_coding	WBGene00009593	protein_coding	opposite
WBGene00195412	-	ncRNA	WBGene00010540	protein_coding	opposite
WBGene00198659	-	ncRNA	WBGene00007321	protein_coding	opposite
WBGene00004100	-	protein_coding	WBGene00007321	protein_coding	opposite
WBGene00014801	-	protein_coding	WBGene00195174	protein_coding	opposite
WBGene00077703	-	protein_coding	WBGene00003519	protein_coding	opposite
WBGene00195599	-	ncRNA	WBGene00003482	protein_coding	opposite
WBGene00197628	-	ncRNA	WBGene00003482	protein_coding	opposite
WBGene00006783	-	protein_coding	WBGene00003482	protein_coding	opposite
WBGene00011874	-	protein_coding	WBGene00011869	protein_coding	opposite
WBGene00011874	-	protein_coding	WBGene00011870	protein_coding	opposite
WBGene00202069	-	ncRNA	WBGene00011873	protein_coding	opposite
WBGene00011554	-	protein_coding	WBGene00011556	protein_coding	opposite
WBGene00004986	-	protein_coding	WBGene00011560	protein_coding	opposite
WBGene00004283	-	protein_coding	WBGene00009653	protein_coding	opposite
WBGene00199783	-	ncRNA	WBGene00002219	protein_coding	opposite
WBGene00000475	-	protein_coding	WBGene00003898	protein_coding	opposite
WBGene00014553	-	tRNA	WBGene00012972	protein_coding	opposite
WBGene00006533	-	protein_coding	WBGene00012124	protein_coding	opposite
WBGene00006533	-	protein_coding	WBGene00012123	protein_coding	opposite
WBGene00199725	-	ncRNA	WBGene00012941	protein_coding	opposite
WBGene00195292	-	ncRNA	WBGene00006683	protein_coding	opposite
WBGene00013426	-	protein_coding	WBGene00001633	protein_coding	opposite
WBGene00013225	-	protein_coding	WBGene00003234	protein_coding	opposite
WBGene00013235	-	protein_coding	WBGene00013233	protein_coding	opposite
WBGene00013235	-	protein_coding	WBGene00013234	protein_coding	opposite
WBGene00013244	-	protein_coding	WBGene00006937	protein_coding	opposite
WBGene00196572	-	ncRNA	WBGene00013554	protein_coding	opposite
WBGene00013911	-	protein_coding	WBGene00007027	protein_coding	opposite
WBGene00013911	-	protein_coding	WBGene00013741	protein_coding	opposite
WBGene00197962	-	ncRNA	WBGene00012796	protein_coding	opposite
WBGene00009733	-	protein_coding	WBGene00006612	protein_coding	opposite
WBGene00196368	-	ncRNA	WBGene00013574	protein_coding	opposite
WBGene00220210	-	ncRNA	WBGene00013574	protein_coding	opposite
WBGene00019734	-	protein_coding	WBGene00020082	protein_coding	opposite
WBGene00022859	-	protein_coding	WBGene00019865	protein_coding	opposite
WBGene00022859	-	protein_coding	WBGene00019861	protein_coding	opposite
WBGene00004011	-	protein_coding	WBGene00019776	protein_coding	opposite
WBGene00002150	-	protein_coding	WBGene00017184	protein_coding	opposite
WBGene00195530	-	ncRNA	WBGene00020215	protein_coding	opposite
WBGene00020129	-	protein_coding	WBGene00015471	protein_coding	opposite
WBGene00020129	-	protein_coding	WBGene00004927	protein_coding	opposite
WBGene00195188	-	protein_coding	WBGene00017611	protein_coding	opposite
WBGene00006650	-	ncRNA	WBGene00017294	protein_coding	opposite
WBGene00018687	-	protein_coding	WBGene00018689	protein_coding	opposite
WBGene00018687	-	protein_coding	WBGene00006139	protein_coding	opposite
WBGene00197403	-	ncRNA	WBGene00003968	protein_coding	opposite
WBGene00200323	-	ncRNA	WBGene00019318	protein_coding	opposite
WBGene00200323	-	ncRNA	WBGene00001844	protein_coding	opposite
WBGene00200323	-	ncRNA	WBGene00019317	protein_coding	opposite
WBGene00019321	-	protein_coding	WBGene00019317	protein_coding	opposite
WBGene00200285	-	ncRNA	WBGene00006496	protein_coding	opposite
WBGene00198173	-	ncRNA	WBGene00006496	protein_coding	opposite
WBGene00198449	-	ncRNA	WBGene00006496	protein_coding	opposite
WBGene00200698	-	ncRNA	WBGene00017381	protein_coding	opposite
WBGene00022770	-	protein_coding	WBGene00044355	protein_coding	opposite
WBGene00001441	-	protein_coding	WBGene00018025	protein_coding	opposite
WBGene00001441	-	protein_coding	WBGene00018024	protein_coding	opposite
WBGene00201308	-	ncRNA	WBGene00018569	protein_coding	opposite
WBGene00198734	-	ncRNA	WBGene00022745	protein_coding	opposite
WBGene00197027	-	ncRNA	WBGene00016867	protein_coding	opposite
WBGene00017473	-	protein_coding	WBGene00017472	protein_coding	opposite
WBGene00017473	-	protein_coding	WBGene00017471	protein_coding	opposite
WBGene00017473	-	protein_coding	WBGene00017470	protein_coding	opposite
WBGene00017473	-	protein_coding	WBGene00000738	protein_coding	opposite
WBGene00003561	-	protein_coding	WBGene00017176	protein_coding	opposite
WBGene00003561	-	protein_coding	WBGene00000207	protein_coding	opposite
WBGene00200780	-	ncRNA	WBGene00000133	protein_coding	opposite
WBGene00196457	-	ncRNA	WBGene00016705	protein_coding	opposite
WBGene00001032	-	protein_coding	WBGene00019344	protein_coding	opposite
WBGene00018879	-	protein_coding	WBGene00018878	protein_coding	opposite
WBGene00018879	-	protein_coding	WBGene00004438	protein_coding	opposite
WBGene00003056	-	protein_coding	WBGene00018877	protein_coding	opposite
WBGene00020324	-	protein_coding	WBGene00020322	protein_coding	opposite
WBGene00020324	-	protein_coding	WBGene00020321	protein_coding	opposite
WBGene00002052	-	protein_coding	WBGene00019403	protein_coding	opposite
WBGene00019758	-	protein_coding	WBGene00006475	protein_coding	opposite
WBGene00006861	-	protein_coding	WBGene00016067	protein_coding	opposite
WBGene00173172	-	piRNA	WBGene00020197	protein_coding	opposite
WBGene00044732	-	protein_coding	WBGene00020197	protein_coding	opposite
WBGene00196512	-	ncRNA	WBGene00018035	protein_coding	opposite
WBGene00196512	-	ncRNA	WBGene00018034	protein_coding	opposite
WBGene00196512	-	ncRNA	WBGene00015387	protein_coding	opposite
WBGene00015388	-	protein_coding	WBGene00015387	protein_coding	opposite
WBGene00196365	-	ncRNA	WBGene00016558	protein_coding	opposite
WBGene00201492	-	ncRNA	WBGene00016103	protein_coding	opposite
WBGene00196227	-	ncRNA	WBGene00001006	protein_coding	opposite
WBGene00198374	-	ncRNA	WBGene00003166	protein_coding	opposite
WBGene00020674	-	protein_coding	WBGene00020672	protein_coding	opposite
WBGene00196495	-	ncRNA	WBGene00001182	protein_coding	opposite
WBGene00198168	-	ncRNA	WBGene00001182	protein_coding	opposite
WBGene00195928	-	ncRNA	WBGene00018515	protein_coding	opposite
WBGene00018517	-	protein_coding	WBGene00018514	protein_coding	opposite
WBGene00017429	-	protein_coding	WBGene00001824	protein_coding	opposite
WBGene00017429	-	protein_coding	WBGene00017427	protein_coding	opposite
WBGene00001984	-	protein_coding	WBGene00021059	protein_coding	opposite
WBGene00195879	-	ncRNA	WBGene00006424	protein_coding	opposite
WBGene00165194	-	piRNA	WBGene00006424	protein_coding	opposite
WBGene00200129	-	ncRNA	WBGene00006424	protein_coding	opposite
WBGene00201472	-	ncRNA	WBGene00018641	protein_coding	opposite
WBGene00196804	-	ncRNA	WBGene00001587	protein_coding	opposite
WBGene00201343	-	ncRNA	WBGene00015798	protein_coding	opposite
WBGene00201343	-	ncRNA	WBGene00003778	protein_coding	opposite
WBGene00202206	-	ncRNA	WBGene00015373	protein_coding	opposite
WBGene00003551	-	protein_coding	WBGene00019621	protein_coding	opposite
WBGene00173307	-	piRNA	WBGene00001619	protein_coding	opposite
WBGene00195483	-	ncRNA	WBGene00044605	protein_coding	opposite
WBGene00195483	-	ncRNA	WBGene00017688	protein_coding	opposite
WBGene00043981	-	protein_coding	WBGene00020504	protein_coding	opposite
WBGene00020506	-	protein_coding	WBGene00020504	protein_coding	opposite
WBGene00195812	-	ncRNA	WBGene00044297	protein_coding	opposite
WBGene00198606	-	ncRNA	WBGene00006746	protein_coding	opposite
WBGene00198616	-	ncRNA	WBGene00003987	protein_coding	opposite
WBGene00198616	-	ncRNA	WBGene00017445	protein_coding	opposite
WBGene00017449	-	protein_coding	WBGene00003732	protein_coding	opposite
WBGene00199831	-	ncRNA	WBGene00017156	protein_coding	opposite
WBGene00000116	-	protein_coding	WBGene00002163	protein_coding	opposite
WBGene00000116	-	protein_coding	WBGene00016912	protein_coding	opposite
WBGene00201698	-	ncRNA	WBGene00044068	protein_coding	opposite
WBGene00199593	-	ncRNA	WBGene00044068	protein_coding	opposite
WBGene00022969	-	tRNA	WBGene00016984	protein_coding	opposite
WBGene00196270	-	ncRNA	WBGene00018608	protein_coding	opposite
WBGene00017244	-	protein_coding	WBGene00007059	protein_coding	opposite
WBGene00195950	-	ncRNA	WBGene00000083	protein_coding	opposite
WBGene00017863	-	protein_coding	WBGene00017862	protein_coding	opposite
WBGene00198886	-	ncRNA	WBGene00000950	protein_coding	opposite
WBGene00023214	-	tRNA	WBGene00000950	protein_coding	opposite
WBGene00003171	-	protein_coding	WBGene00000950	protein_coding	opposite
WBGene00006310	-	protein_coding	WBGene00001169	protein_coding	opposite
WBGene00201540	-	ncRNA	WBGene00016915	protein_coding	opposite
WBGene00200711	-	ncRNA	WBGene00016915	protein_coding	opposite
WBGene00196347	-	ncRNA	WBGene00016915	protein_coding	opposite
WBGene00045210	-	protein_coding	WBGene00016915	protein_coding	opposite
WBGene00016532	-	protein_coding	WBGene00016531	protein_coding	opposite
WBGene00016532	-	protein_coding	WBGene00016530	protein_coding	opposite
WBGene00016534	-	protein_coding	WBGene00016529	protein_coding	opposite
WBGene00200631	-	ncRNA	WBGene00019491	protein_coding	opposite
WBGene00200631	-	ncRNA	WBGene00194670	protein_coding	opposite
WBGene00200631	-	ncRNA	WBGene00019490	protein_coding	opposite
WBGene00200631	-	ncRNA	WBGene00001953	protein_coding	opposite
WBGene00017715	-	protein_coding	WBGene00001854	protein_coding	opposite
WBGene00201127	-	ncRNA	WBGene00019292	protein_coding	opposite
WBGene00001425	-	protein_coding	WBGene00002239	protein_coding	opposite
WBGene00198498	-	ncRNA	WBGene00000032	protein_coding	opposite
WBGene00196965	-	ncRNA	WBGene00017513	protein_coding	opposite
WBGene00017515	-	protein_coding	WBGene00017514	protein_coding	opposite
WBGene00019149	-	protein_coding	WBGene00019148	protein_coding	opposite
WBGene00044313	-	protein_coding	WBGene00019728	protein_coding	opposite
WBGene00196691	-	ncRNA	WBGene00019727	protein_coding	opposite
WBGene00016189	-	protein_coding	WBGene00219376	protein_coding	opposite
WBGene00023052	-	tRNA	WBGene00018565	protein_coding	opposite
WBGene00201296	-	ncRNA	WBGene00000100	protein_coding	opposite
WBGene00195669	-	ncRNA	WBGene00000100	protein_coding	opposite
WBGene00196472	-	ncRNA	WBGene00000100	protein_coding	opposite
WBGene00199721	-	ncRNA	WBGene00000100	protein_coding	opposite
WBGene00198682	-	ncRNA	WBGene00015263	protein_coding	opposite
WBGene00202417	-	ncRNA	WBGene00004033	protein_coding	opposite
WBGene00014364	-	tRNA	WBGene00009382	protein_coding	opposite
WBGene00195523	-	ncRNA	WBGene00008065	protein_coding	opposite
WBGene00196408	-	ncRNA	WBGene00001863	protein_coding	opposite
WBGene00009023	-	protein_coding	WBGene00003410	protein_coding	opposite
WBGene00013872	-	protein_coding	WBGene00003368	protein_coding	opposite
WBGene00013872	-	protein_coding	WBGene00012162	protein_coding	opposite
WBGene00199214	-	ncRNA	WBGene00012326	protein_coding	opposite
WBGene00010342	-	protein_coding	WBGene00010341	protein_coding	opposite
WBGene00200458	-	ncRNA	WBGene00000908	protein_coding	opposite
WBGene00199643	-	ncRNA	WBGene00000908	protein_coding	opposite
WBGene00009816	-	protein_coding	WBGene00009817	protein_coding	opposite
WBGene00009813	-	protein_coding	WBGene00009814	protein_coding	opposite
WBGene00164969	-	protein_coding	WBGene00010716	protein_coding	opposite
WBGene00044151	-	protein_coding	WBGene00012258	protein_coding	opposite
WBGene00012260	-	protein_coding	WBGene00012259	protein_coding	opposite
WBGene00000310	-	tRNA	WBGene00007325	protein_coding	opposite
WBGene00007945	-	protein_coding	WBGene00000752	protein_coding	opposite
WBGene00012018	-	protein_coding	WBGene00003003	protein_coding	opposite
WBGene00012018	-	protein_coding	WBGene00004994	protein_coding	opposite
WBGene00012018	-	protein_coding	WBGene00044284	protein_coding	opposite
WBGene00219587	-	antisense	WBGene00004746	protein_coding	opposite
WBGene00196929	-	ncRNA	WBGene00007959	protein_coding	opposite
WBGene00195603	-	ncRNA	WBGene00011444	protein_coding	opposite
WBGene00196393	-	ncRNA	WBGene00011444	protein_coding	opposite
WBGene00219301	-	protein_coding	WBGene00008087	protein_coding	opposite
WBGene00199858	-	ncRNA	WBGene00008049	protein_coding	opposite
WBGene00006654	-	protein_coding	WBGene00008047	protein_coding	opposite
WBGene00010068	-	protein_coding	WBGene00006965	protein_coding	opposite
WBGene00268214	-	pseudogene	WBGene00011616	protein_coding	opposite
WBGene00268214	-	pseudogene	WBGene00206466	protein_coding	opposite
WBGene00268214	-	pseudogene	WBGene00008212	protein_coding	opposite
WBGene00008208	-	protein_coding	WBGene00012158	protein_coding	opposite
WBGene00219571	-	lincRNA	WBGene00012158	protein_coding	opposite
WBGene00219571	-	lincRNA	WBGene00008209	protein_coding	opposite
WBGene00219571	-	lincRNA	WBGene00008210	protein_coding	opposite
WBGene00219859	-	ncRNA	WBGene00012158	protein_coding	opposite
WBGene00014289	-	tRNA	WBGene00012158	protein_coding	opposite
WBGene00196605	-	ncRNA	WBGene00012158	protein_coding	opposite
WBGene00202347	-	ncRNA	WBGene00011359	protein_coding	opposite
WBGene00202347	-	ncRNA	WBGene00011360	protein_coding	opposite
WBGene00002991	-	protein_coding	WBGene00008924	protein_coding	opposite
WBGene00008927	-	protein_coding	WBGene00008926	protein_coding	opposite
WBGene00196304	-	ncRNA	WBGene00008600	protein_coding	opposite
WBGene00008601	-	protein_coding	WBGene00008600	protein_coding	opposite
WBGene00197346	-	ncRNA	WBGene00008527	protein_coding	opposite
WBGene00201204	-	ncRNA	WBGene00000757	protein_coding	opposite
WBGene00195332	-	ncRNA	WBGene00008036	protein_coding	opposite
WBGene00195332	-	ncRNA	WBGene00008037	protein_coding	opposite
WBGene00169362	-	piRNA	WBGene00001116	protein_coding	opposite
WBGene00168650	-	piRNA	WBGene00001116	protein_coding	opposite
WBGene00197800	-	ncRNA	WBGene00004301	protein_coding	opposite
WBGene00200756	-	ncRNA	WBGene00003602	protein_coding	opposite
WBGene00008095	-	protein_coding	WBGene00008096	protein_coding	opposite
WBGene00007351	-	protein_coding	WBGene00007350	protein_coding	opposite
WBGene00196349	-	ncRNA	WBGene00006743	protein_coding	opposite
WBGene00196698	-	ncRNA	WBGene00006743	protein_coding	opposite
WBGene00199337	-	ncRNA	WBGene00009628	protein_coding	opposite
WBGene00199337	-	ncRNA	WBGene00009629	protein_coding	opposite
WBGene00201314	-	ncRNA	WBGene00044138	protein_coding	opposite
WBGene00168693	-	piRNA	WBGene00007663	protein_coding	opposite
WBGene00198275	-	ncRNA	WBGene00010703	protein_coding	opposite
WBGene00195620	-	ncRNA	WBGene00000401	protein_coding	opposite
WBGene00020090	-	protein_coding	WBGene00006385	protein_coding	opposite
WBGene00016930	-	protein_coding	WBGene00016931	protein_coding	opposite
WBGene00021333	-	protein_coding	WBGene00021331	protein_coding	opposite
WBGene00197361	-	ncRNA	WBGene00003400	protein_coding	opposite
WBGene00170789	-	piRNA	WBGene00001115	protein_coding	opposite
WBGene00044347	-	protein_coding	WBGene00022142	protein_coding	opposite
WBGene00201351	-	ncRNA	WBGene00044438	protein_coding	opposite
WBGene00201351	-	ncRNA	WBGene00021764	protein_coding	opposite
WBGene00199088	-	ncRNA	WBGene00021466	protein_coding	opposite
WBGene00196479	-	ncRNA	WBGene00021461	protein_coding	opposite
WBGene00196260	-	ncRNA	WBGene00017976	protein_coding	opposite
WBGene00020985	-	protein_coding	WBGene00020989	protein_coding	opposite
WBGene00020985	-	protein_coding	WBGene00020988	protein_coding	opposite
WBGene00195056	-	protein_coding	WBGene00003654	protein_coding	opposite
WBGene00021644	-	protein_coding	WBGene00021637	protein_coding	opposite
WBGene00020625	-	protein_coding	WBGene00003950	protein_coding	opposite
WBGene00198824	-	ncRNA	WBGene00006820	protein_coding	opposite
WBGene00196671	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00195962	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00198205	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00197673	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00199757	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00199244	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00199607	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00202259	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00195350	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00196043	-	ncRNA	WBGene00000140	protein_coding	opposite
WBGene00000787	-	protein_coding	WBGene00001231	protein_coding	opposite
WBGene00016565	-	protein_coding	WBGene00016561	protein_coding	opposite
WBGene00017004	-	protein_coding	WBGene00017006	protein_coding	opposite
WBGene00004415	-	protein_coding	WBGene00015008	protein_coding	opposite
WBGene00015009	-	protein_coding	WBGene00015011	protein_coding	opposite
WBGene00019013	-	protein_coding	WBGene00019012	protein_coding	opposite
WBGene00169118	-	piRNA	WBGene00017795	protein_coding	opposite
WBGene00006774	-	protein_coding	WBGene00017795	protein_coding	opposite
WBGene00006774	-	protein_coding	WBGene00017674	protein_coding	opposite
WBGene00004955	-	protein_coding	WBGene00001833	protein_coding	opposite
WBGene00015093	-	protein_coding	WBGene00002583	protein_coding	opposite
WBGene00018866	-	protein_coding	WBGene00018864	protein_coding	opposite
WBGene00197234	-	ncRNA	WBGene00000966	protein_coding	opposite
WBGene00006508	-	protein_coding	WBGene00019710	protein_coding	opposite
WBGene00198221	-	ncRNA	WBGene00004393	protein_coding	opposite
WBGene00018003	-	protein_coding	WBGene00000631	protein_coding	opposite
WBGene00168182	-	piRNA	WBGene00016418	protein_coding	opposite
WBGene00000429	-	protein_coding	WBGene00016154	protein_coding	opposite
WBGene00165567	-	piRNA	WBGene00020840	protein_coding	opposite
WBGene00003260	-	miRNA	WBGene00020378	protein_coding	opposite
WBGene00220065	-	snoRNA	WBGene00020377	protein_coding	opposite
WBGene00020261	-	protein_coding	WBGene00000632	protein_coding	opposite
WBGene00199400	-	ncRNA	WBGene00016751	protein_coding	opposite
WBGene00195455	-	ncRNA	WBGene00016749	protein_coding	opposite
WBGene00198267	-	ncRNA	WBGene00016749	protein_coding	opposite
WBGene00002601	-	protein_coding	WBGene00002073	protein_coding	opposite
WBGene00002601	-	protein_coding	WBGene00017816	protein_coding	opposite
WBGene00201662	-	ncRNA	WBGene00019399	protein_coding	opposite
WBGene00201662	-	ncRNA	WBGene00022586	protein_coding	opposite
WBGene00201662	-	ncRNA	WBGene00001596	protein_coding	opposite
WBGene00022594	-	protein_coding	WBGene00022591	protein_coding	opposite
WBGene00022593	-	protein_coding	WBGene00004721	protein_coding	opposite
WBGene00018157	-	protein_coding	WBGene00018156	protein_coding	opposite
WBGene00020742	-	protein_coding	WBGene00004924	protein_coding	opposite
WBGene00200773	-	ncRNA	WBGene00020413	protein_coding	opposite
WBGene00017066	-	protein_coding	WBGene00002783	protein_coding	opposite
WBGene00017066	-	protein_coding	WBGene00006624	protein_coding	opposite
WBGene00017066	-	protein_coding	WBGene00018582	protein_coding	opposite
WBGene00017066	-	protein_coding	WBGene00018581	protein_coding	opposite
WBGene00017066	-	protein_coding	WBGene00017067	protein_coding	opposite
WBGene00000050	-	protein_coding	WBGene00006645	protein_coding	opposite
WBGene00000050	-	protein_coding	WBGene00017068	protein_coding	opposite
WBGene00006773	-	protein_coding	WBGene00020937	protein_coding	opposite
WBGene00195257	-	pseudogene	WBGene00007024	protein_coding	opposite
WBGene00198586	-	ncRNA	WBGene00012165	protein_coding	opposite
WBGene00012168	-	protein_coding	WBGene00012167	protein_coding	opposite
WBGene00009056	-	protein_coding	WBGene00009054	protein_coding	opposite
WBGene00219281	-	protein_coding	WBGene00001614	protein_coding	opposite
WBGene00010738	-	protein_coding	WBGene00006394	protein_coding	opposite
WBGene00007258	-	protein_coding	WBGene00007254	protein_coding	opposite
WBGene00007258	-	protein_coding	WBGene00003622	protein_coding	opposite
WBGene00007258	-	protein_coding	WBGene00007255	protein_coding	opposite
WBGene00007258	-	protein_coding	WBGene00007256	protein_coding	opposite
WBGene00007258	-	protein_coding	WBGene00007257	protein_coding	opposite
WBGene00008763	-	protein_coding	WBGene00008770	protein_coding	opposite
WBGene00008543	-	protein_coding	WBGene00008541	protein_coding	opposite
WBGene00008543	-	protein_coding	WBGene00008542	protein_coding	opposite
WBGene00012138	-	protein_coding	WBGene00012137	protein_coding	opposite
WBGene00009271	-	protein_coding	WBGene00008400	protein_coding	opposite
WBGene00202233	-	ncRNA	WBGene00010111	protein_coding	opposite
WBGene00000869	-	protein_coding	WBGene00008317	protein_coding	opposite
WBGene00202025	-	ncRNA	WBGene00012114	protein_coding	opposite
WBGene00202025	-	ncRNA	WBGene00012115	protein_coding	opposite
WBGene00000639	-	protein_coding	WBGene00013956	protein_coding	opposite
WBGene00004439	-	protein_coding	WBGene00000467	protein_coding	opposite
WBGene00008529	-	protein_coding	WBGene00003596	protein_coding	opposite
WBGene00008529	-	protein_coding	WBGene00011828	protein_coding	opposite
WBGene00008529	-	protein_coding	WBGene00011829	protein_coding	opposite
WBGene00201589	-	ncRNA	WBGene00006844	protein_coding	opposite
WBGene00006682	-	protein_coding	WBGene00009455	protein_coding	opposite
WBGene00169597	-	piRNA	WBGene00011630	protein_coding	opposite
WBGene00009344	-	protein_coding	WBGene00006532	protein_coding	opposite
WBGene00011531	-	protein_coding	WBGene00004298	protein_coding	opposite
WBGene00013918	-	tRNA	WBGene00009178	protein_coding	opposite
WBGene00013386	-	tRNA	WBGene00009178	protein_coding	opposite
WBGene00195884	-	ncRNA	WBGene00007647	protein_coding	opposite
WBGene00194656	-	protein_coding	WBGene00011493	protein_coding	opposite
WBGene00200742	-	ncRNA	WBGene00001582	protein_coding	opposite
WBGene00009157	-	protein_coding	WBGene00006352	protein_coding	opposite
WBGene00198423	-	ncRNA	WBGene00009161	protein_coding	opposite
WBGene00199840	-	ncRNA	WBGene00010731	protein_coding	opposite
WBGene00003842	-	protein_coding	WBGene00003524	protein_coding	opposite
WBGene00011985	-	protein_coding	WBGene00005023	protein_coding	opposite
WBGene00006633	-	protein_coding	WBGene00003397	protein_coding	opposite
WBGene00220087	-	snoRNA	WBGene00011945	protein_coding	opposite
WBGene00003564	-	protein_coding	WBGene00008665	protein_coding	opposite
WBGene00198497	-	ncRNA	WBGene00008665	protein_coding	opposite
WBGene00013721	-	protein_coding	WBGene00013720	protein_coding	opposite
WBGene00198190	-	ncRNA	WBGene00003926	protein_coding	opposite
WBGene00198190	-	ncRNA	WBGene00004408	protein_coding	opposite
WBGene00044644	-	protein_coding	WBGene00044646	protein_coding	opposite
WBGene00198848	-	ncRNA	WBGene00002191	protein_coding	opposite
WBGene00200840	-	ncRNA	WBGene00000912	protein_coding	opposite
WBGene00200012	-	ncRNA	WBGene00045434	protein_coding	opposite
WBGene00200012	-	ncRNA	WBGene00013605	protein_coding	opposite
WBGene00013179	-	protein_coding	WBGene00043056	protein_coding	opposite
WBGene00196343	-	ncRNA	WBGene00000410	protein_coding	opposite
WBGene00007767	-	pseudogene	WBGene00003664	protein_coding	opposite
WBGene00199182	-	ncRNA	WBGene00014188	protein_coding	opposite
WBGene00010650	-	protein_coding	WBGene00010652	protein_coding	opposite
WBGene00009315	-	protein_coding	WBGene00009316	protein_coding	opposite
WBGene00009315	-	protein_coding	WBGene00009314	protein_coding	opposite
WBGene00195553	-	ncRNA	WBGene00008854	protein_coding	opposite
WBGene00199113	-	ncRNA	WBGene00006807	protein_coding	opposite
WBGene00007638	-	protein_coding	WBGene00007637	protein_coding	opposite
WBGene00004275	-	protein_coding	WBGene00012265	protein_coding	opposite
WBGene00198170	-	ncRNA	WBGene00013135	protein_coding	opposite
WBGene00010164	-	protein_coding	WBGene00010163	protein_coding	opposite
WBGene00008291	-	protein_coding	WBGene00008290	protein_coding	opposite
WBGene00011586	-	protein_coding	WBGene00011582	protein_coding	opposite
WBGene00197353	-	ncRNA	WBGene00003921	protein_coding	opposite
WBGene00012192	-	protein_coding	WBGene00006889	protein_coding	opposite
WBGene00014446	-	tRNA	WBGene00006595	protein_coding	opposite
WBGene00011433	-	protein_coding	WBGene00011435	protein_coding	opposite
WBGene00219288	-	protein_coding	WBGene00013593	protein_coding	opposite
WBGene00195955	-	ncRNA	WBGene00013512	protein_coding	opposite
WBGene00021414	-	protein_coding	WBGene00021412	protein_coding	opposite
WBGene00021451	-	protein_coding	WBGene00021449	protein_coding	opposite
WBGene00005613	-	protein_coding	WBGene00005228	protein_coding	opposite
WBGene00019563	-	protein_coding	WBGene00019559	protein_coding	opposite
WBGene00019563	-	protein_coding	WBGene00019558	protein_coding	opposite
WBGene00019563	-	protein_coding	WBGene00019557	protein_coding	opposite
WBGene00003550	-	protein_coding	WBGene00235327	protein_coding	opposite
WBGene00268190	-	pseudogene	WBGene00019623	protein_coding	opposite
WBGene00021600	-	protein_coding	WBGene00021599	protein_coding	opposite
WBGene00020388	-	pseudogene	WBGene00020393	protein_coding	opposite
WBGene00044517	-	pseudogene	WBGene00021302	protein_coding	opposite
WBGene00020340	-	protein_coding	WBGene00020341	protein_coding	opposite
WBGene00016234	-	protein_coding	WBGene00016231	protein_coding	opposite
WBGene00018761	-	protein_coding	WBGene00018760	protein_coding	opposite
WBGene00016050	-	protein_coding	WBGene00016047	protein_coding	opposite
WBGene00006111	-	protein_coding	WBGene00235329	protein_coding	opposite
WBGene00006111	-	protein_coding	WBGene00005344	protein_coding	opposite
WBGene00006111	-	protein_coding	WBGene00016281	protein_coding	opposite
WBGene00022266	-	protein_coding	WBGene00022262	protein_coding	opposite
WBGene00022266	-	protein_coding	WBGene00022261	protein_coding	opposite
WBGene00022267	-	protein_coding	WBGene00044524	protein_coding	opposite
WBGene00019525	-	protein_coding	WBGene00044525	protein_coding	opposite
WBGene00019527	-	protein_coding	WBGene00019524	protein_coding	opposite
WBGene00019527	-	protein_coding	WBGene00269352	protein_coding	opposite
WBGene00018062	-	protein_coding	WBGene00018052	protein_coding	opposite
WBGene00020753	-	protein_coding	WBGene00020744	protein_coding	opposite
WBGene00023145	-	tRNA	WBGene00020695	protein_coding	opposite
WBGene00019180	-	protein_coding	WBGene00019178	protein_coding	opposite
WBGene00196242	-	ncRNA	WBGene00019472	protein_coding	opposite
WBGene00235198	-	snoRNA	WBGene00020386	protein_coding	opposite
WBGene00017983	-	protein_coding	WBGene00003159	protein_coding	opposite
WBGene00004947	-	protein_coding	WBGene00020904	protein_coding	opposite
WBGene00022020	-	protein_coding	WBGene00022015	protein_coding	opposite
WBGene00022022	-	protein_coding	WBGene00022015	protein_coding	opposite
WBGene00022022	-	protein_coding	WBGene00022014	protein_coding	opposite
WBGene00006570	-	protein_coding	WBGene00018209	protein_coding	opposite
WBGene00019841	-	protein_coding	WBGene00019839	protein_coding	opposite
WBGene00003528	-	protein_coding	WBGene00016508	protein_coding	opposite
WBGene00015067	-	protein_coding	WBGene00044537	protein_coding	opposite
WBGene00020385	-	protein_coding	WBGene00005087	protein_coding	opposite
WBGene00195918	-	ncRNA	WBGene00016429	protein_coding	opposite
WBGene00016431	-	protein_coding	WBGene00016429	protein_coding	opposite
WBGene00001037	-	protein_coding	WBGene00020254	protein_coding	opposite
WBGene00016061	-	protein_coding	WBGene00003637	protein_coding	opposite
WBGene00219681	-	antisense	WBGene00017767	protein_coding	opposite
WBGene00022577	-	protein_coding	WBGene00018431	protein_coding	opposite
WBGene00022577	-	protein_coding	WBGene00022576	protein_coding	opposite
WBGene00019765	-	protein_coding	WBGene00019761	protein_coding	opposite
