DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name	ADOG_overlap_DOG
8531433	8531433	0	False	False	400	8531033	8531033	0	ADOG	X	.	.	8531033	protein_coding	gene_id "WBGene00001448"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2783	4436.0	WormBase	8528250	+	gene	False	N2HS_J2B_spl	False
15896131	15896131	0	False	False	400	15895731	15895731	0	ADOG	IV	.	.	15895731	piRNA	gene_id "WBGene00173092"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00173092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	891.0	WormBase	15895711	+	gene	False	N2HS_J2A_split	False
12568697	12568697	0	False	False	400	12568297	12568297	0	ADOG	II	.	.	12568297	protein_coding	gene_id "WBGene00009869"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2132	37671.0	WormBase	12566165	+	gene	False	N2HS_J2B_sp	False
3151752	3151752	0	False	False	400	3151352	3151352	0	ADOG	III	.	.	3151352	lincRNA	gene_id "WBGene00219660"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1130	457.0	WormBase	3150222	+	gene	False	N2HS_J2B_s	False
939837	939837	0	False	False	400	939437	939437	0	ADOG	III	.	.	939437	protein_coding	gene_id "WBGene00020452"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	568	11432.0	WormBase	938869	+	gene	False	N2HS_J2B_s	False
11575338	11575338	0	False	False	400	11574938	11574938	0	ADOG	X	.	.	11574938	ncRNA	gene_id "WBGene00196745"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	215	1309.0	WormBase	11574723	+	gene	False	N2HS_J2B_spl	False
5194155	5194155	0	False	False	400	5193755	5193755	0	ADOG	X	.	.	5193755	ncRNA	gene_id "WBGene00198381"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	201	1794.0	WormBase	5193554	+	gene	False	N2HS_J2B_spl	False
4518835	4518835	0	False	False	400	4518435	4518435	0	ADOG	III	.	.	4518435	ncRNA	gene_id "WBGene00199401"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	192	1928.0	WormBase	4518243	+	gene	False	N2HS_J2B_s	False
14383776	14383776	0	False	False	400	14383376	14383376	0	ADOG	II	.	.	14383376	protein_coding	gene_id "WBGene00011049"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1604	597.0	WormBase	14381772	+	gene	False	N2HS_J2B_sp	False
4438382	4438382	0	True	False	400	4437982	4437982	0	ADOG	X	.	.	4437982	ncRNA	gene_id "WBGene00200242"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	140	2959.0	WormBase	4437842	+	gene	False	N2HS_J2B_spl	False
11065773	11065773	0	False	False	400	11065373	11065373	0	ADOG	I	.	.	11065373	protein_coding	gene_id "WBGene00206530"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00206530	0	0	0	0	0	0	['WBGene00077687']	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2013	31621.0	WormBase	11063360	+	gene	False	N2WT_INP_split	False
13304629	13304629	0	False	False	400	13304229	13304229	0	ADOG	II	.	.	13304229	protein_coding	gene_id "WBGene00012989"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012989	0	0	0	['WBGene00199755']	0	['WBGene00012988']	0	0	0	0	0	0	0	['WBGene00200945']	0	0	0	0.0	0	0	0	0.0	31595	5061.0	WormBase	13272634	+	gene	False	N2HS_J2B_sp	False
4762446	4762446	0	False	False	400	4762046	4762046	0	ADOG	X	.	.	4762046	ncRNA	gene_id "WBGene00197299"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	137	22868.0	WormBase	4761909	+	gene	False	N2HS_J2B_spl	False
12212506	12212506	0	False	False	300	12212206	12212206	0	ADOG	I	.	.	12212206	protein_coding	gene_id "WBGene00007602"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5109	903.0	WormBase	12207097	+	gene	False	N2HS_J2B_spl	False
13633794	13633794	0	False	False	300	13633494	13633494	0	ADOG	I	.	.	13633494	protein_coding	gene_id "WBGene00006793"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006793	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00255577']	0	0	0	0	0.0	0	0	0	0.0	4267	1548.0	WormBase	13629227	+	gene	False	N2-J2-2__split	False
9073928	9073928	0	False	False	300	9073628	9073628	0	ADOG	V	.	.	9073628	ncRNA	gene_id "WBGene00199334"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	196	3032.0	WormBase	9073432	+	gene	False	N2HS_INP_split	False
3181364	3181364	0	False	False	300	3181064	3181064	0	ADOG	V	.	.	3181064	pseudogene	gene_id "WBGene00016470"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00016470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1537	3019.0	WormBase	3179527	+	gene	False	N2HS_J2B_spl	False
14285627	14285627	0	False	False	300	14285327	14285327	0	ADOG	V	.	.	14285327	protein_coding	gene_id "WBGene00009605"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1799	844.0	WormBase	14283528	+	gene	False	N2HS_J2B_spl	False
13802751	13802751	0	False	False	300	13802451	13802451	0	ADOG	IV	.	.	13802451	piRNA	gene_id "WBGene00172836"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00172836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	3099.0	WormBase	13802431	+	gene	False	N2HS_J2B_sp	False
14106716	14106716	0	False	False	300	14106416	14106416	0	ADOG	V	.	.	14106416	protein_coding	gene_id "WBGene00008396"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2146	1395.0	WormBase	14104270	+	gene	False	N2HS_J2B_spl	False
14064829	14064829	0	False	False	300	14064529	14064529	0	ADOG	V	.	.	14064529	protein_coding	gene_id "WBGene00010250"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	6689	3290.0	WormBase	14057840	+	gene	False	N2HS_J2B_spl	False
11166423	11166423	0	False	False	300	11166123	11166123	0	ADOG	IV	.	.	11166123	ncRNA	gene_id "WBGene00197093"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	70	3711.0	WormBase	11166053	+	gene	False	N2HS_J2B_sp	False
13929620	13929620	0	False	False	300	13929320	13929320	0	ADOG	V	.	.	13929320	protein_coding	gene_id "WBGene00044115"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2622	483.0	WormBase	13926698	+	gene	False	N2HS_J2B_spl	False
11152272	11152272	0	False	False	300	11151972	11151972	0	ADOG	I	.	.	11151972	protein_coding	gene_id "WBGene00013930"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	731	732.0	WormBase	11151241	+	gene	False	N2HS_J2B_spl	False
2513568	2513568	0	False	False	300	2513268	2513268	0	ADOG	V	.	.	2513268	protein_coding	gene_id "WBGene00006284"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3632	3285.0	WormBase	2509636	+	gene	False	N2HS_J2B_spl	False
9695085	9695085	0	False	False	300	9694785	9694785	0	ADOG	V	.	.	9694785	protein_coding	gene_id "WBGene00013967"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1886	2344.0	WormBase	9692899	+	gene	False	N2HS_J2B_spl	False
11744089	11744089	0	False	False	300	11743789	11743789	0	ADOG	IV	.	.	11743789	protein_coding	gene_id "WBGene00010447"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1083	1851.0	WormBase	11742706	+	gene	False	N2HS_J2B_sp	False
12147277	12147277	0	False	False	300	12146977	12146977	0	ADOG	I	.	.	12146977	protein_coding	gene_id "WBGene00005529"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	['WBGene00014335']	0	0	0.0	2970	2584.0	WormBase	12144007	+	gene	False	N2HS_J2B_spl	False
2502726	2502726	0	True	False	300	2502426	2502426	0	ADOG	V	.	.	2502426	protein_coding	gene_id "WBGene00015270"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1375	338.0	WormBase	2501051	+	gene	False	N2HS_J2B_spl	False
2461193	2461193	0	False	False	300	2460893	2460893	0	ADOG	V	.	.	2460893	protein_coding	gene_id "WBGene00018910"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1256	5869.0	WormBase	2459637	+	gene	False	N2HS_J2B_spl	False
12113896	12113896	0	False	False	300	12113596	12113596	0	ADOG	I	.	.	12113596	pseudogene	gene_id "WBGene00014806"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	579	5515.0	WormBase	12113017	+	gene	False	N2HS_J2B_spl	False
14725066	14725066	0	False	False	300	14724766	14724766	0	ADOG	V	.	.	14724766	protein_coding	gene_id "WBGene00011137"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1442	2141.0	WormBase	14723324	+	gene	False	N2HS_J2B_spl	False
2331230	2331230	0	False	False	300	2330930	2330930	0	ADOG	V	.	.	2330930	protein_coding	gene_id "WBGene00017499"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	501	986.0	WormBase	2330429	+	gene	False	N2HS_J2B_spl	False
12676300	12676300	0	False	False	300	12676000	12676000	0	ADOG	IV	.	.	12676000	protein_coding	gene_id "WBGene00011941"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	793	12655.0	WormBase	12675207	+	gene	False	N2HS_J2B_sp	False
11480371	11480371	0	False	False	300	11480071	11480071	0	ADOG	I	.	.	11480071	protein_coding	gene_id "WBGene00014189"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2327	3321.0	WormBase	11477744	+	gene	False	N2HS_J2B_spl	False
11356670	11356670	0	False	False	300	11356370	11356370	0	ADOG	I	.	.	11356370	protein_coding	gene_id "WBGene00003977"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1134	18250.0	WormBase	11355236	+	gene	False	N2HS_J2B_spl	False
12507866	12507866	0	True	False	300	12507566	12507566	0	ADOG	IV	.	.	12507566	pseudogene	gene_id "WBGene00045131"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00045131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	157	5603.0	WormBase	12507409	+	gene	False	N2HS_J2B_sp	False
10150188	10150188	0	False	False	300	10149888	10149888	0	ADOG	I	.	.	10149888	protein_coding	gene_id "WBGene00008885"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2563	5273.0	WormBase	10147325	+	gene	False	N2HS_J2B_spl	False
2683311	2683311	0	False	False	300	2683011	2683011	0	ADOG	I	.	.	2683011	ncRNA	gene_id "WBGene00199900"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	145	1854.0	WormBase	2682866	+	gene	False	N2HS_J2B_spl	False
12023963	12023963	0	False	False	300	12023663	12023663	0	ADOG	X	.	.	12023663	ncRNA	gene_id "WBGene00202471"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	76	5048.0	WormBase	12023587	+	gene	False	N2HS_J2B_spl	False
6300029	6300029	0	False	False	300	6299729	6299729	0	ADOG	I	.	.	6299729	protein_coding	gene_id "WBGene00005272"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005272	0	0	0	0	['WBGene00172093']	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1962	764.0	WormBase	6297767	+	gene	False	N2HS_J2B_spl	False
6258091	6258091	0	False	False	300	6257791	6257791	0	ADOG	I	.	.	6257791	protein_coding	gene_id "WBGene00016750"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2756	2458.0	WormBase	6255035	+	gene	False	N2HS_J2B_spl	False
16056684	16056684	0	False	False	300	16056384	16056384	0	ADOG	IV	.	.	16056384	piRNA	gene_id "WBGene00047601"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00047601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	899.0	WormBase	16056364	+	gene	False	N2HS_J2B_sp	False
11474273	11474273	0	False	False	300	11473973	11473973	0	ADOG	V	.	.	11473973	protein_coding	gene_id "WBGene00003540"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1412	721.0	WormBase	11472561	+	gene	False	N2HS_J2B_spl	False
16593988	16593988	0	True	False	300	16593688	16593688	0	ADOG	IV	.	.	16593688	piRNA	gene_id "WBGene00046342"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00046342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	361.0	WormBase	16593668	+	gene	False	N2HS_J2B_sp	False
12216263	12216263	0	False	False	300	12215963	12215963	0	ADOG	X	.	.	12215963	ncRNA	gene_id "WBGene00196377"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	94	1280.0	WormBase	12215869	+	gene	False	N2HS_J2B_spl	False
1593968	1593968	0	False	False	300	1593668	1593668	0	ADOG	I	.	.	1593668	protein_coding	gene_id "WBGene00022270"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	12274	8170.0	WormBase	1581394	+	gene	False	N2HS_J2B_spl	False
10817018	10817018	0	False	False	300	10816718	10816718	0	ADOG	V	.	.	10816718	protein_coding	gene_id "WBGene00002985"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2605	1847.0	WormBase	10814113	+	gene	False	N2HS_J2B_spl	False
11883460	11883460	0	True	False	300	11883160	11883160	0	ADOG	V	.	.	11883160	protein_coding	gene_id "WBGene00010789"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010789	['WBGene00219448']	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3092	5076.0	WormBase	11880068	+	gene	False	N2HS_J2B_spl	False
5939488	5939488	0	False	False	300	5939188	5939188	0	ADOG	V	.	.	5939188	protein_coding	gene_id "WBGene00189957"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00189957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2092	836.0	WormBase	5937096	+	gene	False	N2HS_J2B_spl	False
15103423	15103423	0	False	False	300	15103123	15103123	0	ADOG	IV	.	.	15103123	piRNA	gene_id "WBGene00048709"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00048709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	506.0	WormBase	15103103	+	gene	False	N2HS_J2B_sp	False
5689777	5689777	0	True	False	300	5689477	5689477	0	ADOG	V	.	.	5689477	pseudogene	gene_id "WBGene00023276"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	724	6323.0	WormBase	5688753	+	gene	False	N2HS_J2B_spl	False
11923438	11923438	0	False	False	300	11923138	11923138	0	ADOG	X	.	.	11923138	protein_coding	gene_id "WBGene00013402"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1886	1323.0	WormBase	11921252	+	gene	False	N2HS_J2B_spl	False
13453268	13453268	0	True	False	300	13452968	13452968	0	ADOG	V	.	.	13452968	pseudogene	gene_id "WBGene00014744"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1771	666.0	WormBase	13451197	+	gene	False	N2HS_J2B_spl	False
7730178	7730178	0	False	False	300	7729878	7729878	0	ADOG	I	.	.	7729878	protein_coding	gene_id "WBGene00077543"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00077543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	694	1243.0	WormBase	7729184	+	gene	False	N2HS_J2B_spl	False
15558379	15558379	0	False	False	300	15558079	15558079	0	ADOG	IV	.	.	15558079	pseudogene	gene_id "WBGene00014958"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2042	437.0	WormBase	15556037	+	gene	False	N2-J2-3__split	False
7519639	7519639	0	True	False	300	7519339	7519339	0	ADOG	I	.	.	7519339	ncRNA	gene_id "WBGene00219835"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	99	2777.0	WormBase	7519240	+	gene	False	N2HS_J2B_spl	False
13087946	13087946	0	False	False	300	13087646	13087646	0	ADOG	X	.	.	13087646	protein_coding	gene_id "WBGene00010996"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3073	3485.0	WormBase	13084573	+	gene	False	N2HS_J2B_spl	False
14801363	14801363	0	True	False	300	14801063	14801063	0	ADOG	IV	.	.	14801063	protein_coding	gene_id "WBGene00013310"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00173193']	0	0	0.0	0	0	0	0.0	1752	1484.0	WormBase	14799311	+	gene	False	N2HS_J2B_sp	False
11962271	11962271	0	False	False	300	11961971	11961971	0	ADOG	X	.	.	11961971	protein_coding	gene_id "WBGene00268215"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00268215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	272	3991.0	WormBase	11961699	+	gene	False	N2HS_J2B_spl	False
6872211	6872211	0	False	False	300	6871911	6871911	0	ADOG	I	.	.	6871911	protein_coding	gene_id "WBGene00020660"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1496	2393.0	WormBase	6870415	+	gene	False	N2HS_J2B_spl	False
13468120	13468120	0	False	False	300	13467820	13467820	0	ADOG	X	.	.	13467820	ncRNA	gene_id "WBGene00195387"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	179	1567.0	WormBase	13467641	+	gene	False	N2HS_J2B_spl	False
13219845	13219845	0	False	False	300	13219545	13219545	0	ADOG	I	.	.	13219545	protein_coding	gene_id "WBGene00006048"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	489	4885.0	WormBase	13219056	+	gene	False	N2HS_J2B_spl	False
8721991	8721991	0	False	False	300	8721691	8721691	0	ADOG	II	.	.	8721691	protein_coding	gene_id "WBGene00011311"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4857	783.0	WormBase	8716834	+	gene	False	N2HS_J2B_sp	False
1057920	1057920	0	False	False	300	1057620	1057620	0	ADOG	IV	.	.	1057620	protein_coding	gene_id "WBGene00021920"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	730	36467.0	WormBase	1056890	+	gene	False	N2HS_J2B_sp	False
12284433	12284433	0	False	False	300	12284133	12284133	0	ADOG	II	.	.	12284133	protein_coding	gene_id "WBGene00002063"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3471	5252.0	WormBase	12280662	+	gene	False	N2HS_J2B_sp	False
11285876	11285876	0	False	False	300	11285576	11285576	0	ADOG	II	.	.	11285576	ncRNA	gene_id "WBGene00197136"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	133	1098.0	WormBase	11285443	+	gene	False	N2HS_J2B_sp	False
5902452	5902452	0	False	False	300	5902152	5902152	0	ADOG	X	.	.	5902152	protein_coding	gene_id "WBGene00018639"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4810	2475.0	WormBase	5897342	+	gene	False	N2HS_J2B_spl	False
10729552	10729552	0	False	False	300	10729252	10729252	0	ADOG	II	.	.	10729252	protein_coding	gene_id "WBGene00007490"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	9021	8150.0	WormBase	10720231	+	gene	False	N2HS_J2B_sp	False
10209691	10209691	0	False	False	300	10209391	10209391	0	ADOG	II	.	.	10209391	protein_coding	gene_id "WBGene00011331"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00168785']	0	0	0.0	0	0	0	0.0	2676	9080.0	WormBase	10206715	+	gene	False	N2HS_J2B_sp	False
3442070	3442070	0	False	False	300	3441770	3441770	0	ADOG	IV	.	.	3441770	protein_coding	gene_id "WBGene00001699"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	715	3144.0	WormBase	3441055	+	gene	False	N2HS_J2B_sp	False
7814631	7814631	0	False	False	300	7814331	7814331	0	ADOG	II	.	.	7814331	ncRNA	gene_id "WBGene00197798"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	202	725.0	WormBase	7814129	+	gene	False	N2HS_J2B_sp	False
2026037	2026037	0	False	False	300	2025737	2025737	0	ADOG	X	.	.	2025737	protein_coding	gene_id "WBGene00022413"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	6589	905.0	WormBase	2019148	+	gene	False	N2HS_J2B_spl	False
14838541	14838541	0	False	False	300	14838241	14838241	0	ADOG	X	.	.	14838241	protein_coding	gene_id "WBGene00001055"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	6417	7696.0	WormBase	14831824	+	gene	False	N2HS_J2B_spl	False
