DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
13329193	13329193		False	False	300	13328893	13328893		ADOG	V	.	.	13331019	protein_coding	gene_id "WBGene00003719"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003719	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4214.0	1826		WormBase	13329193	-	gene	False	N2HS_J2B_spl
13419217	13419217		False	False	300	13418917	13418917		ADOG	V	.	.	13420740	protein_coding	gene_id "WBGene00005719"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005719	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613.0	1523		WormBase	13419217	-	gene	False	N2HS_J2B_spl
13425572	13425572		True	False	200	13425372	13425372		ADOG	V	.	.	13426882	protein_coding	gene_id "WBGene00005096"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005096	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2425.0	1310		WormBase	13425572	-	gene	False	N2HS_J2B_spl
13645973	13645973		False	False	200	13645773	13645773		ADOG	V	.	.	13646042	ncRNA	gene_id "WBGene00199075"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199075	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11753.0	69		WormBase	13645973	-	gene	False	N2HS_J2B_spl
13658733	13658733		True	False	200	13658533	13658533		ADOG	V	.	.	13658889	ncRNA	gene_id "WBGene00199866"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199866	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4604.0	156		WormBase	13658733	-	gene	False	N2HS_J2B_spl
13734042	13734042		False	False	200	13733842	13733842		ADOG	V	.	.	13734156	ncRNA	gene_id "WBGene00235181"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00235181	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	655.0	114		WormBase	13734042	-	gene	False	N2HS_J2B_spl
14269182	14269182		False	False	200	14268982	14268982		ADOG	V	.	.	14270636	protein_coding	gene_id "WBGene00009600"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009600	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	543.0	1454		WormBase	14269182	-	gene	False	N2HS_J2B_spl
14366188	14366188		False	False	500	14365688	14365688		ADOG	V	.	.	14366283	miRNA	gene_id "WBGene00003335"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00003335	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1679.0	95		WormBase	14366188	-	gene	False	N2HS_J2B_spl
14583306	14583306		False	False	300	14583006	14583006		ADOG	V	.	.	14585451	protein_coding	gene_id "WBGene00012741"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012741	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3587.0	2145		WormBase	14583306	-	gene	False	N2HS_J2B_spl
14718601	14718601		False	False	600	14718001	14718001		ADOG	V	.	.	14719591	protein_coding	gene_id "WBGene00011132"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011132	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881.0	990		WormBase	14718601	-	gene	False	N2HS_J2B_spl
14881317	14881317		False	False	400	14880917	14880917		ADOG	V	.	.	14882109	protein_coding	gene_id "WBGene00013890"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013890	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	778.0	792		WormBase	14881317	-	gene	False	N2HS_J2B_spl
14883039	14883039		False	False	400	14882639	14882639		ADOG	V	.	.	14883143	protein_coding	gene_id "WBGene00044274"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044274	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	930.0	104		WormBase	14883039	-	gene	False	N2HS_J2B_spl
14886803	14886803		False	False	300	14886503	14886503		ADOG	V	.	.	14886907	protein_coding	gene_id "WBGene00010377"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010377	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	655.0	104		WormBase	14886803	-	gene	False	N2HS_J2B_spl
14889407	14889407		False	False	500	14888907	14888907		ADOG	V	.	.	14889511	protein_coding	gene_id "WBGene00044273"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044273	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	930.0	104		WormBase	14889407	-	gene	False	N2HS_J2B_spl
15237334	15237334		False	False	200	15237134	15237134		ADOG	V	.	.	15238650	protein_coding	gene_id "WBGene00005759"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005759	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1573.0	1316		WormBase	15237334	-	gene	False	N2HS_J2B_spl
15729238	15729238		False	False	300	15728938	15728938		ADOG	V	.	.	15730532	protein_coding	gene_id "WBGene00050915"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00050915	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2536.0	1294		WormBase	15729238	-	gene	False	N2HS_J2B_spl
15947299	15947299		False	False	200	15947099	15947099		ADOG	V	.	.	15948461	pseudogene	gene_id "WBGene00005805"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00005805	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	576.0	1162		WormBase	15947299	-	gene	False	N2HS_J2B_spl
17125574	17125574		False	False	400	17125174	17125174		ADOG	V	.	.	17125671	snRNA	gene_id "WBGene00077483"; gene_source "WormBase"; gene_biotype "snRNA";	WBGene00077483	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	879.0	97		WormBase	17125574	-	gene	False	N2HS_J2B_spl
17129106	17129106		False	False	400	17128706	17128706		ADOG	V	.	.	17129203	snRNA	gene_id "WBGene00077481"; gene_source "WormBase"; gene_biotype "snRNA";	WBGene00077481	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2483.0	97		WormBase	17129106	-	gene	False	N2HS_J2B_spl
17680661	17680661		False	False	400	17680261	17680261		ADOG	V	.	.	17683907	protein_coding	gene_id "WBGene00010300"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010300	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4008.0	3246		WormBase	17680661	-	gene	False	N2HS_J2B_spl
135793	135793		False	False	2700	133093	133093		ADOG	X	.	.	138075	protein_coding	gene_id "WBGene00022209"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022209	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	26415.0	2282		WormBase	135793	-	gene	False	N2HS_J2B_spl
217008	217008		False	False	800	216208	216208		ADOG	X	.	.	217496	pseudogene	gene_id "WBGene00007078"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00007078	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1433.0	488		WormBase	217008	-	gene	False	N2HS_J2B_spl
242291	242291		False	False	600	241691	241691		ADOG	X	.	.	252767	pseudogene	gene_id "WBGene00004054"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00004054	0	0	0	0	0	0	['WBGene00007074']	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3114.0	10476		WormBase	242291	-	gene	False	N2HS_J2B_spl
384382	384382		False	False	200	384182	384182		ADOG	X	.	.	388797	protein_coding	gene_id "WBGene00019864"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019864	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673.0	4415		WormBase	384382	-	gene	False	N2HS_J2B_spl
427043	427043		False	False	1100	425943	425943		ADOG	X	.	.	433799	protein_coding	gene_id "WBGene00022861"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022861	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1412.0	6756		WormBase	427043	-	gene	False	N2HS_J2B_spl
501965	501965		False	False	200	501765	501765		ADOG	X	.	.	506943	protein_coding	gene_id "WBGene00015138"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015138	0	0	0	['WBGene00200480']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00201813', 'WBGene00201176']	0	0	0	0	0	0	2988.0	4978		WormBase	501965	-	gene	False	N2HS_J2B_spl
537303	537303		False	False	200	537103	537103		ADOG	X	.	.	538910	protein_coding	gene_id "WBGene00017899"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017899	0	0	0	['WBGene00219922']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469.0	1607		WormBase	537303	-	gene	False	N2HS_J2B_spl
576318	576318		False	False	400	575918	575918		ADOG	X	.	.	587483	protein_coding	gene_id "WBGene00003407"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003407	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3617.0	11165		WormBase	576318	-	gene	False	N2HS_J2B_spl
720330	720330		False	False	300	720030	720030		ADOG	X	.	.	725957	protein_coding	gene_id "WBGene00004829"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004829	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5852.0	5627		WormBase	720330	-	gene	False	N2HS_J2B_spl
864925	864925		False	False	500	864425	864425		ADOG	X	.	.	871089	protein_coding	gene_id "WBGene00018987"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018987	0	0	0	['WBGene00201446']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00023074']	1074.0	6164		WormBase	864925	-	gene	False	N2HS_J2B_spl
910342	910342		False	False	700	909642	909642		ADOG	X	.	.	910488	ncRNA	gene_id "WBGene00195574"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195574	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7743.0	146		WormBase	910342	-	gene	False	N2HS_J2B_spl
975525	975525		False	False	500	975025	975025		ADOG	X	.	.	978445	protein_coding	gene_id "WBGene00016644"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016644	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	709.0	2920		WormBase	975525	-	gene	False	N2HS_J2B_spl
1365474	1365474		False	False	200	1365274	1365274		ADOG	X	.	.	1367516	protein_coding	gene_id "WBGene00018943"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018943	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1477.0	2042		WormBase	1365474	-	gene	False	N2HS_J2B_spl
1777355	1777355		False	False	200	1777155	1777155		ADOG	X	.	.	1778146	protein_coding	gene_id "WBGene00001237"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001237	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13028.0	791		WormBase	1777355	-	gene	False	N2HS_J2B_spl
1818865	1818865		True	False	500	1818365	1818365		ADOG	X	.	.	1821324	protein_coding	gene_id "WBGene00015773"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015773	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7329.0	2459		WormBase	1818865	-	gene	False	N2HS_J2B_spl
1846608	1846608		False	False	600	1846008	1846008		ADOG	X	.	.	1848675	protein_coding	gene_id "WBGene00000462"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000462	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.0	2067		WormBase	1846608	-	gene	False	N2HS_J2B_spl
1960772	1960772		False	False	200	1960572	1960572		ADOG	X	.	.	1960792	piRNA	gene_id "WBGene00173106"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00173106	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7212.0	20		WormBase	1960772	-	gene	False	N2HS_J2B_spl
2031963	2031963		False	False	200	2031763	2031763		ADOG	X	.	.	2035245	protein_coding	gene_id "WBGene00022416"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022416	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	375.0	3282		WormBase	2031963	-	gene	False	N2HS_J2B_spl
2123413	2123413		False	False	200	2123213	2123213		ADOG	X	.	.	2130241	protein_coding	gene_id "WBGene00018739"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018739	0	0	0	['WBGene00201321', 'WBGene00197320']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	['WBGene00023290']	0	0	0	2352.0	6828		WormBase	2123413	-	gene	False	N2HS_J2B_spl
2229208	2229208		False	False	200	2229008	2229008		ADOG	X	.	.	2230122	protein_coding	gene_id "WBGene00003018"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003018	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1946.0	914		WormBase	2229208	-	gene	False	N2HS_J2B_spl
2294330	2294330		False	False	1300	2293030	2293030		ADOG	X	.	.	2294446	ncRNA	gene_id "WBGene00201262"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201262	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1896.0	116		WormBase	2294330	-	gene	False	N2HS_J2B_spl
2301865	2301865		False	False	1600	2300265	2300265		ADOG	X	.	.	2302002	ncRNA	gene_id "WBGene00199255"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199255	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7419.0	137		WormBase	2301865	-	gene	False	N2HS_J2B_spl
2330725	2330725		False	False	500	2330225	2330225		ADOG	X	.	.	2330860	ncRNA	gene_id "WBGene00195889"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195889	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11392.0	135		WormBase	2330725	-	gene	False	N2HS_J2B_spl
2356656	2356656		False	False	200	2356456	2356456		ADOG	X	.	.	2356786	ncRNA	gene_id "WBGene00201610"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201610	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5450.0	130		WormBase	2356656	-	gene	False	N2HS_J2B_spl
2463486	2463486		False	False	400	2463086	2463086		ADOG	X	.	.	2463558	pseudogene	gene_id "WBGene00023329"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023329	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7038.0	72		WormBase	2463486	-	gene	False	N2HS_J2B_spl
2810484	2810484		False	False	200	2810284	2810284		ADOG	X	.	.	2814125	protein_coding	gene_id "WBGene00015751"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015751	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	849.0	3641		WormBase	2810484	-	gene	False	N2HS_J2B_spl
2901094	2901094		False	False	200	2900894	2900894		ADOG	X	.	.	2901234	ncRNA	gene_id "WBGene00196446"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196446	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1541.0	140		WormBase	2901094	-	gene	False	N2HS_J2B_spl
2926311	2926311		False	False	1900	2924411	2924411		ADOG	X	.	.	2926451	ncRNA	gene_id "WBGene00196001"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196001	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2327.0	140		WormBase	2926311	-	gene	False	N2HS_J2B_spl
3006440	3006440		False	False	600	3005840	3005840		ADOG	X	.	.	3006536	miRNA	gene_id "WBGene00003343"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00003343	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2637.0	96		WormBase	3006440	-	gene	False	N2HS_J2B_spl
3027253	3027253		False	False	200	3027053	3027053		ADOG	X	.	.	3030762	protein_coding	gene_id "WBGene00019735"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019735	0	0	0	0	0	0	['WBGene00019739']	0.0	0	0	0	0	0	0	0	['WBGene00170310']	0	0	0	0	0	8698.0	3509		WormBase	3027253	-	gene	False	N2HS_J2B_spl
3085829	3085829		False	False	400	3085429	3085429		ADOG	X	.	.	3087345	protein_coding	gene_id "WBGene00018702"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018702	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3435.0	1516		WormBase	3085829	-	gene	False	N2HS_J2B_spl
3183345	3183345		False	False	300	3183045	3183045		ADOG	X	.	.	3183545	ncRNA	gene_id "WBGene00197471"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197471	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3494.0	200		WormBase	3183345	-	gene	False	N2HS_J2B_spl
3210470	3210470		False	False	700	3209770	3209770		ADOG	X	.	.	3220367	protein_coding	gene_id "WBGene00017891"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017891	0	0	0	['WBGene00199807']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00197459', 'WBGene00198999']	0	0	0	0	0	0	826.0	9897		WormBase	3210470	-	gene	False	N2HS_J2B_spl
3223306	3223306		False	False	1600	3221706	3221706		ADOG	X	.	.	3223569	ncRNA	gene_id "WBGene00199181"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199181	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2939.0	263		WormBase	3223306	-	gene	False	N2HS_J2B_spl
3327975	3327975		False	False	400	3327575	3327575		ADOG	X	.	.	3328110	ncRNA	gene_id "WBGene00198366"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198366	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700.0	135		WormBase	3327975	-	gene	False	N2HS_J2B_spl
3329562	3329562		False	False	700	3328862	3328862		ADOG	X	.	.	3329700	ncRNA	gene_id "WBGene00197344"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197344	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1452.0	138		WormBase	3329562	-	gene	False	N2HS_J2B_spl
3467490	3467490		False	False	900	3466590	3466590		ADOG	X	.	.	3467637	ncRNA	gene_id "WBGene00198761"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198761	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1565.0	147		WormBase	3467490	-	gene	False	N2HS_J2B_spl
3588858	3588858		False	False	200	3588658	3588658		ADOG	X	.	.	3596497	protein_coding	gene_id "WBGene00020846"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020846	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15296.0	7639		WormBase	3588858	-	gene	False	N2HS_J2B_spl
3690143	3690143		False	False	300	3689843	3689843		ADOG	X	.	.	3693238	protein_coding	gene_id "WBGene00015357"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015357	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	938.0	3095		WormBase	3690143	-	gene	False	N2HS_J2B_spl
3796904	3796904		False	False	500	3796404	3796404		ADOG	X	.	.	3797035	ncRNA	gene_id "WBGene00198203"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198203	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509.0	131		WormBase	3796904	-	gene	False	N2HS_J2B_spl
3865022	3865022		False	False	1400	3863622	3863622		ADOG	X	.	.	3865162	ncRNA	gene_id "WBGene00202244"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202244	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609.0	140		WormBase	3865022	-	gene	False	N2HS_J2B_spl
3968036	3968036		False	False	400	3967636	3967636		ADOG	X	.	.	3968637	protein_coding	gene_id "WBGene00015823"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015823	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604.0	601		WormBase	3968036	-	gene	False	N2HS_J2B_spl
4056835	4056835		False	False	1800	4055035	4055035		ADOG	X	.	.	4071493	protein_coding	gene_id "WBGene00020294"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020294	0	0	0	['WBGene00200491', 'WBGene00199709', 'WBGene00197953']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00195632', 'WBGene00201007', 'WBGene00201113', 'WBGene00199366', 'WBGene00202172', 'WBGene00200368']	0	0	0	0	0	0	40650.0	14658		WormBase	4056835	-	gene	False	N2HS_J2B_spl
4194019	4194019		True	False	300	4193719	4193719		ADOG	X	.	.	4194785	protein_coding	gene_id "WBGene00017628"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017628	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7263.0	766		WormBase	4194019	-	gene	False	N2HS_J2B_spl
4265613	4265613		False	False	200	4265413	4265413		ADOG	X	.	.	4265812	ncRNA	gene_id "WBGene00197027"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197027	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	18401.0	199		WormBase	4265613	-	gene	False	N2HS_J2B_spl
4647526	4647526		False	False	200	4647326	4647326		ADOG	X	.	.	4649197	protein_coding	gene_id "WBGene00017532"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017532	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	334.0	1671		WormBase	4647526	-	gene	False	N2HS_J2B_spl
4680979	4680979		False	False	600	4680379	4680379		ADOG	X	.	.	4682716	protein_coding	gene_id "WBGene00206361"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00206361	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00220003']	0	0	0	0	0	0	2850.0	1737		WormBase	4680979	-	gene	False	N2HS_J2B_spl
4696952	4696952		False	False	300	4696652	4696652		ADOG	X	.	.	4699461	protein_coding	gene_id "WBGene00002044"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002044	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3779.0	2509		WormBase	4696952	-	gene	False	N2HS_J2B_spl
4716244	4716244		True	False	300	4715944	4715944		ADOG	X	.	.	4720640	protein_coding	gene_id "WBGene00018879"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018879	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4090.0	4396		WormBase	4716244	-	gene	False	N2HS_J2B_spl
4767178	4767178		False	False	500	4766678	4766678		ADOG	X	.	.	4769985	protein_coding	gene_id "WBGene00003807"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003807	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3677.0	2807		WormBase	4767178	-	gene	False	N2HS_J2B_spl
5155093	5155093		False	False	300	5154793	5154793		ADOG	X	.	.	5159667	protein_coding	gene_id "WBGene00016294"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016294	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	694.0	4574		WormBase	5155093	-	gene	False	N2HS_J2B_spl
5456915	5456915		False	False	1500	5455415	5455415		ADOG	X	.	.	5457061	ncRNA	gene_id "WBGene00200002"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200002	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2070.0	146		WormBase	5456915	-	gene	False	N2HS_J2B_spl
5459669	5459669		False	False	200	5459469	5459469		ADOG	X	.	.	5459818	ncRNA	gene_id "WBGene00200062"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200062	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2608.0	149		WormBase	5459669	-	gene	False	N2HS_J2B_spl
5460418	5460418		False	False	300	5460118	5460118		ADOG	X	.	.	5460713	ncRNA	gene_id "WBGene00201156"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201156	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	600.0	295		WormBase	5460418	-	gene	False	N2HS_J2B_spl
5476577	5476577		True	False	300	5476277	5476277		ADOG	X	.	.	5476691	ncRNA	gene_id "WBGene00199708"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199708	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	889.0	114		WormBase	5476577	-	gene	False	N2HS_J2B_spl
5514798	5514798		False	False	1200	5513598	5513598		ADOG	X	.	.	5515080	protein_coding	gene_id "WBGene00020737"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020737	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2471.0	282		WormBase	5514798	-	gene	False	N2HS_J2B_spl
5519876	5519876		False	False	500	5519376	5519376		ADOG	X	.	.	5522819	protein_coding	gene_id "WBGene00016934"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016934	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2714.0	2943		WormBase	5519876	-	gene	False	N2HS_J2B_spl
5543100	5543100		True	False	1400	5541700	5541700		ADOG	X	.	.	5543238	ncRNA	gene_id "WBGene00195397"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195397	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2894.0	138		WormBase	5543100	-	gene	False	N2HS_J2B_spl
